Genus,Family,WL,Index0,Index1,Index2,Index3,Index4,Index5,T,T_max,T_min,T_sd,T_diff,Method,WL_trans,Index0_trans,Index1_trans,Index2_trans,Index3_trans,Index4_trans,Index5_trans,T_trans,T_max_trans,T_min_trans,T_sd_trans,T_diff_trans
TNG.KOIARIAN,TNG,3.7963,11.5224,45.0230,5.2387,3.5566,1.7417,2.1889,20.7112,21.5346,19.8075,0.8458,1.9331,median,-0.6397,1.6520,1.2419,1.3068,1.2883,0.3747,1.7062,-0.5266,-0.9040,-0.1424,-0.6543,-0.6141
TNG.KOWAN,TNG,4.5470,10.4651,39.4795,4.9420,3.3510,1.7684,2.0009,26.2018,26.4207,25.9815,0.3880,0.4392,mean,0.4425,0.1633,-0.0248,0.1617,0.2344,0.8073,0.0097,0.7833,0.1671,1.1074,-1.6469,-1.9061
TNG.KOWAN,TNG,4.6410,10.5693,40.0021,4.9255,3.3634,1.7664,2.0115,26.2678,26.4741,26.0467,0.3896,0.4274,median,0.5654,0.3037,0.0961,0.1001,0.2963,0.7738,0.1051,0.8029,0.1810,1.1234,-1.6414,-1.9295
TNG.KWALEAN,TNG,4.6736,11.5148,45.4194,5.3059,3.5283,1.7547,2.1457,25.7007,26.6146,24.5668,0.9956,2.0478,mean,0.6074,1.6409,1.3312,1.5770,1.1396,0.5831,1.3152,0.6378,0.2179,0.7763,-0.4616,-0.5630
TNG.KWALEAN,TNG,4.5781,11.5339,45.4588,5.2826,3.5110,1.7548,2.1408,25.7109,26.6300,24.5705,0.9933,2.0595,median,0.4834,1.6690,1.3401,1.4829,1.0492,0.5839,1.2711,0.6408,0.2220,0.7771,-0.4643,-0.5580
TNG.MABUSO,TNG,3.6705,10.7639,41.3923,5.0291,3.3938,1.7290,2.0635,24.7621,25.0246,24.4716,0.4066,0.5530,mean,-0.8415,0.5694,0.4163,0.4895,0.4487,0.1754,0.5731,0.3804,-0.1794,0.7551,-1.5838,-1.7078
TNG.MABUSO,TNG,3.5871,10.7067,40.7181,5.0000,3.3758,1.7237,2.0641,25.1723,25.4409,24.8677,0.4075,0.5688,median,-0.9791,0.4908,0.2613,0.3791,0.3584,0.0931,0.5788,0.4905,-0.0796,0.8443,-1.5808,-1.6835
TNG.MAILUAN,TNG,4.2568,11.9091,49.6995,5.3595,3.6798,1.7950,2.2130,25.3351,26.5881,23.7301,1.1699,2.8580,mean,0.0468,2.2326,2.2851,1.7955,1.9482,1.2527,1.9253,0.5353,0.2109,0.5938,-0.2760,-0.2666
TNG.MAILUAN,TNG,4.2477,11.9614,49.8228,5.3555,3.6926,1.8073,2.2197,26.1242,27.3710,24.4880,1.1716,2.8583,median,0.0339,2.3126,2.3123,1.7791,2.0180,1.4643,1.9861,0.7604,0.4227,0.7587,-0.2744,-0.2664
TNG.MANUBARAN,TNG,4.1717,12.1346,51.5477,5.5167,3.7511,1.8176,2.2336,18.6089,19.7290,17.3131,1.0314,2.4159,mean,-0.0744,2.5800,2.6916,2.4510,2.3395,1.6457,2.1116,-0.8828,-1.2053,-0.5191,-0.4206,-0.4163
TNG.MANUBARAN,TNG,4.1266,12.1038,51.0189,5.4982,3.7346,1.8111,2.2276,14.6265,15.6774,13.4595,0.9365,2.2179,median,-0.1396,2.5322,2.5756,2.3726,2.2480,1.5305,2.0574,-1.3833,-1.7198,-0.9834,-0.5334,-0.4922
TNG.MARIND-YAQAY,TNG,4.1782,9.9775,38.0759,4.6299,3.1268,1.6778,1.9283,25.9220,27.0864,24.5244,1.0282,2.5620,mean,-0.0651,-0.4746,-0.3513,-0.9593,-0.8476,-0.5957,-0.6408,0.7014,0.3444,0.7668,-0.4242,-0.3640
TNG.MARIND-YAQAY,TNG,4.1119,9.9200,37.4321,4.5702,3.0979,1.6825,1.8992,25.9050,27.0820,24.5546,1.0524,2.4953,median,-0.1610,-0.5477,-0.5020,-1.1639,-0.9816,-0.5268,-0.9000,0.6965,0.3433,0.7736,-0.3973,-0.3875
TNG.MEK,TNG,3.9916,9.9897,35.7933,4.8020,3.1961,1.7249,1.9341,16.1110,16.4357,15.5510,0.4377,0.8847,mean,-0.3390,-0.4590,-0.8879,-0.3518,-0.5208,0.1108,-0.5884,-1.2208,-1.6393,-0.7479,-1.4852,-1.3005
TNG.MEK,TNG,3.9016,9.9983,36.0242,4.7751,3.1902,1.7222,1.9172,17.8867,18.2542,17.2975,0.4105,0.8381,median,-0.4757,-0.4481,-0.8333,-0.4485,-0.5487,0.0691,-0.7397,-0.9894,-1.4173,-0.5213,-1.5708,-1.3475
TNG.MOR,TNG,4.4778,11.1726,47.9185,5.0768,3.4119,1.7574,2.0549,25.3237,25.8741,24.2542,0.6831,1.6199,mean,0.3504,1.1436,1.8904,0.6722,0.5402,0.6263,0.4957,0.5321,0.0274,0.7070,-0.9142,-0.7702
TNG.MOR,TNG,4.6000,11.0556,48.1859,4.9729,3.3712,1.7498,2.0540,25.3237,25.8741,24.2542,0.6831,1.6199,median,0.5121,0.9770,1.9498,0.2772,0.3353,0.5041,0.4873,0.5321,0.0274,0.7070,-0.9142,-0.7702
TNG.MULAHA,TNG,4.9143,12.2835,51.5290,5.4865,3.8099,1.8068,2.2957,26.3979,27.2445,25.2517,0.9997,1.9928,mean,0.9092,2.8131,2.6875,2.3236,2.6679,1.4565,2.6775,0.8418,0.3877,0.9330,-0.4570,-0.5871
TNG.MULAHA,TNG,4.9143,12.2835,51.5290,5.4865,3.8099,1.8068,2.2957,26.3979,27.2445,25.2517,0.9997,1.9928,median,0.9092,2.8131,2.6875,2.3236,2.6679,1.4565,2.6775,0.8418,0.3877,0.9330,-0.4570,-0.5871
TNG.NDEIRAM,TNG,3.9599,10.8740,40.9205,5.0944,3.4285,1.7612,2.0442,25.4996,26.1731,24.5535,0.6876,1.6196,mean,-0.3869,0.7219,0.3079,0.7398,0.6250,0.6887,0.3991,0.5811,0.1032,0.7733,-0.9061,-0.7704
TNG.NDEIRAM,TNG,3.9599,10.8740,40.9205,5.0944,3.4285,1.7612,2.0442,25.4996,26.1731,24.5535,0.6876,1.6196,median,-0.3869,0.7219,0.3079,0.7398,0.6250,0.6887,0.3991,0.5811,0.1032,0.7733,-0.9061,-0.7704
TNG.NORTH_ADELBERT,TNG,4.5324,10.5218,39.5201,4.9995,3.3574,1.7888,1.9958,24.0350,24.3091,23.7725,0.4066,0.5366,mean,0.4232,0.2395,-0.0154,0.3775,0.2664,1.1475,-0.0356,0.1939,-0.3441,0.6028,-1.5839,-1.7339
TNG.NORTH_ADELBERT,TNG,4.5811,10.6020,38.9447,5.0286,3.3729,1.7889,2.0083,24.7374,24.9921,24.5066,0.4022,0.5157,median,0.4874,0.3480,-0.1489,0.4877,0.3438,1.1494,0.0764,0.3739,-0.1871,0.7629,-1.5982,-1.7680
TNG.NUCLEAR_ANGAN,TNG,4.8908,10.2104,41.8014,4.8759,3.2987,1.7155,2.0135,19.4920,20.2695,18.5029,0.8192,1.7666,mean,0.8803,-0.1737,0.5100,-0.0828,-0.0242,-0.0340,0.1230,-0.7417,-1.1201,-0.3476,-0.6925,-0.6937
TNG.NUCLEAR_ANGAN,TNG,5.0256,10.2579,41.5618,4.9050,3.3074,1.7186,2.0048,19.3348,20.1305,18.3098,0.7786,1.7254,median,1.0438,-0.1115,0.4552,0.0242,0.0185,0.0136,0.0450,-0.7677,-1.1424,-0.3764,-0.7540,-0.7145
TNG.NUCLEAR_TIRIO,TNG,4.7652,11.0388,45.7517,5.0315,3.4462,1.7410,2.0853,26.1657,27.8031,24.5208,1.2451,3.2822,mean,0.7240,0.9532,1.4059,0.4989,0.7150,0.3636,0.7697,0.7727,0.5444,0.7660,-0.2057,-0.1429
TNG.NUCLEAR_TIRIO,TNG,4.7368,10.9668,46.3479,4.9939,3.4222,1.7372,2.0669,26.1417,27.7735,24.5077,1.2184,3.2244,median,0.6881,0.8518,1.5397,0.3562,0.5927,0.3034,0.6035,0.7656,0.5359,0.7631,-0.2301,-0.1588
TNG.OK,TNG,4.3346,9.8464,37.1841,4.6710,3.1613,1.7243,1.9234,21.6234,22.2281,20.8125,0.6557,1.4156,mean,0.1554,-0.6408,-0.5601,-0.8164,-0.6857,0.1009,-0.6845,-0.3492,-0.7754,0.0285,-0.9650,-0.8890
TNG.OK,TNG,4.1757,9.8295,37.0883,4.6977,3.1585,1.7272,1.9073,22.9096,23.5507,22.0420,0.6174,1.2682,median,-0.0688,-0.6622,-0.5826,-0.7230,-0.6988,0.1467,-0.8281,-0.0734,-0.5093,0.2537,-1.0405,-0.9856
TNG.OKSAPMIN,TNG,4.0709,9.7602,37.3119,4.6968,3.1770,1.7067,1.9314,19.1037,19.4489,18.5552,0.4353,0.8937,mean,-0.2212,-0.7489,-0.5301,-0.7260,-0.6114,-0.1671,-0.6128,-0.8052,-1.2478,-0.3397,-1.4925,-1.2916
TNG.OKSAPMIN,TNG,4.0709,9.7602,37.3119,4.6968,3.1770,1.7067,1.9314,19.1037,19.4489,18.5552,0.4353,0.8937,median,-0.2212,-0.7489,-0.5301,-0.7260,-0.6114,-0.1671,-0.6128,-0.8052,-1.2478,-0.3397,-1.4925,-1.2916
TNG.OMOSAN,TNG,4.6813,10.2678,37.8897,4.9062,3.2814,1.7799,1.9575,21.7030,22.0151,21.4329,0.4343,0.5823,mean,0.6173,-0.0984,-0.3948,0.0288,-0.1090,0.9986,-0.3787,-0.3330,-0.8157,0.1398,-1.4956,-1.6633
TNG.OMOSAN,TNG,4.6813,10.2678,37.8897,4.9062,3.2814,1.7799,1.9575,21.7030,22.0151,21.4329,0.4343,0.5823,median,0.6173,-0.0984,-0.3948,0.0288,-0.1090,0.9986,-0.3787,-0.3330,-0.8157,0.1398,-1.4956,-1.6633
TNG.PANIAI_LAKES,TNG,3.9115,11.5689,47.6309,5.2104,3.5983,1.7731,2.1933,17.0415,17.3887,16.5436,0.4366,0.8451,mean,-0.4606,1.7208,1.8264,1.1940,1.5091,0.8841,1.7465,-1.1048,-1.5281,-0.6226,-1.4886,-1.3404
TNG.PANIAI_LAKES,TNG,4.1250,11.6965,47.2807,5.2690,3.6173,1.7827,2.1858,17.0299,17.3750,16.7172,0.4059,0.7523,median,-0.1420,1.9110,1.7483,1.4281,1.6107,1.0448,1.6781,-1.1064,-1.5298,-0.5998,-1.5859,-1.4415
TNG.RAI_COAST,TNG,4.0522,10.7956,40.4701,5.1023,3.4334,1.7754,2.0570,24.7934,25.0473,24.4708,0.4216,0.5766,mean,-0.2488,0.6131,0.2042,0.7704,0.6498,0.9227,0.5145,0.3887,-0.1740,0.7549,-1.5352,-1.6718
TNG.RAI_COAST,TNG,4.0292,10.7751,40.2148,5.0855,3.4163,1.7803,2.0244,25.3050,25.5479,25.0251,0.4301,0.5725,median,-0.2829,0.5849,0.1453,0.7059,0.5627,1.0045,0.2206,0.5270,-0.0535,0.8804,-1.5084,-1.6780
TNG.SAWI,TNG,4.2879,9.8758,39.8076,4.5913,3.0864,1.6254,1.9164,25.6953,26.3590,24.5107,0.7796,1.8482,mean,0.0904,-0.6038,0.0512,-1.0919,-1.0349,-1.3276,-0.7469,0.6363,0.1511,0.7638,-0.7524,-0.6538
TNG.SAWI,TNG,4.2879,9.8758,39.8076,4.5913,3.0864,1.6254,1.9164,25.6953,26.3590,24.5107,0.7796,1.8482,median,0.0904,-0.6038,0.0512,-1.0919,-1.0349,-1.3276,-0.7469,0.6363,0.1511,0.7638,-0.7524,-0.6538
TNG.SIANE-YAGARIA,TNG,5.0940,11.3555,47.1254,5.2459,3.5256,1.7666,2.1118,16.1431,16.5365,15.5016,0.5278,1.0349,mean,1.1251,1.4074,1.7136,1.3357,1.1258,0.7767,1.0087,-1.2169,-1.6280,-0.7539,-1.2401,-1.1636
TNG.SIANE-YAGARIA,TNG,5.0263,11.5802,47.6832,5.3305,3.5565,1.7540,2.1225,16.8837,17.2924,16.2206,0.5336,1.0607,median,1.0447,1.7376,1.8380,1.6770,1.2877,0.5718,1.1052,-1.1253,-1.5399,-0.6644,-1.2260,-1.1421
TNG.SOGERAM,TNG,4.2257,10.4778,41.7650,4.9825,3.3799,1.7638,2.0193,25.4894,25.8104,25.1797,0.4733,0.6308,mean,0.0028,0.1804,0.5017,0.3134,0.3791,0.7310,0.1751,0.5782,0.0115,0.9162,-1.3819,-1.5941
TNG.SOGERAM,TNG,4.2572,10.5899,41.9461,5.0183,3.4066,1.7669,2.0177,26.0485,26.3444,25.7463,0.4740,0.6303,median,0.0472,0.3316,0.5432,0.4484,0.5133,0.7812,0.1608,0.7382,0.1473,1.0503,-1.3799,-1.5948
TNG.SOMAHAI,TNG,3.9667,10.7470,40.9619,5.0144,3.4394,1.7667,2.0633,25.4359,25.9723,24.5918,0.6311,1.3805,mean,-0.3766,0.5462,0.3174,0.4338,0.6803,0.7788,0.5711,0.5633,0.0521,0.7819,-1.0129,-0.9111
TNG.SOMAHAI,TNG,3.9667,10.7470,40.9619,5.0144,3.4394,1.7667,2.0633,25.4359,25.9723,24.5918,0.6311,1.3805,median,-0.3766,0.5462,0.3174,0.4338,0.6803,0.7788,0.5711,0.5633,0.0521,0.7819,-1.0129,-0.9111
TNG.SUKI,TNG,4.6775,10.5742,43.3643,4.8230,3.3721,1.7086,2.0570,26.1511,28.2325,24.3410,1.3956,3.8915,mean,0.6124,0.3104,0.8665,-0.2759,0.3398,-0.1398,0.5144,0.7683,0.6687,0.7261,-0.0785,0.0098
TNG.SUKI,TNG,4.6775,10.5742,43.3643,4.8230,3.3721,1.7086,2.0570,26.1511,28.2325,24.3410,1.3956,3.8915,median,0.6124,0.3104,0.8665,-0.2759,0.3398,-0.1398,0.5144,0.7683,0.6687,0.7261,-0.0785,0.0098
TNG.TAIRORA,TNG,5.0974,11.4122,47.2122,5.2959,3.6029,1.7895,2.1575,16.7893,17.4251,15.8108,0.7056,1.6143,mean,1.1291,1.4902,1.7330,1.5367,1.5335,1.1599,1.4214,-1.1374,-1.5237,-0.7160,-0.8742,-0.7733
TNG.TAIRORA,TNG,5.0526,11.3969,49.2777,5.2342,3.5900,1.7747,2.1585,16.5936,17.2190,15.6146,0.7023,1.6044,median,1.0760,1.4678,2.1919,1.2888,1.4650,0.9110,1.4308,-1.1621,-1.5488,-0.7401,-0.8800,-0.7787
TNG.TAUADE,TNG,5.3084,10.9888,43.9689,5.0705,3.5037,1.7195,2.1543,14.5209,15.2659,13.6365,0.7202,1.6294,mean,1.3731,0.8828,1.0037,0.6481,1.0112,0.0275,1.3928,-1.3939,-1.7606,-0.9649,-0.8491,-0.7651
TNG.TAUADE,TNG,5.3084,10.9888,43.9689,5.0705,3.5037,1.7195,2.1543,14.5209,15.2659,13.6365,0.7202,1.6294,median,1.3731,0.8828,1.0037,0.6481,1.0112,0.0275,1.3928,-1.3939,-1.7606,-0.9649,-0.8491,-0.7651
TNG.TURAMA-KIKORIAN,TNG,4.4822,11.2259,43.9795,5.2780,3.5752,1.7632,2.1732,25.2210,26.3200,23.8605,1.0406,2.4595,mean,0.3563,1.2200,1.0061,1.4644,1.3863,0.7214,1.5636,0.5038,0.1410,0.6216,-0.4104,-0.4003
TNG.TURAMA-KIKORIAN,TNG,4.5141,11.0339,43.4406,5.1975,3.5121,1.7648,2.1411,25.5696,26.6463,24.2491,1.0426,2.4364,median,0.3990,0.9463,0.8839,1.1433,1.0552,0.7476,1.2733,0.6007,0.2263,0.7059,-0.4081,-0.4087
TNG.WIRU,TNG,4.2051,10.9943,43.3177,5.0844,3.5357,1.7744,2.1457,18.8797,19.4240,17.9775,0.7196,1.4465,mean,-0.0266,0.8904,0.8560,0.7014,1.1785,0.9061,1.3149,-0.8408,-1.2516,-0.4251,-0.8501,-0.8700
TNG.WIRU,TNG,4.2051,10.9943,43.3177,5.0844,3.5357,1.7744,2.1457,18.8797,19.4240,17.9775,0.7196,1.4465,median,-0.0266,0.8904,0.8560,0.7014,1.1785,0.9061,1.3149,-0.8408,-1.2516,-0.4251,-0.8501,-0.8700
TNG.YAMBEN,TNG,4.8167,10.6362,41.9746,4.8925,3.2855,1.7560,1.9700,24.9794,25.2353,24.7385,0.3886,0.4968,mean,0.7886,0.3945,0.5497,-0.0219,-0.0890,0.6041,-0.2672,0.4383,-0.1293,0.8150,-1.6448,-1.8002
TNG.YAMBEN,TNG,4.8167,10.6362,41.9746,4.8925,3.2855,1.7560,1.9700,24.9794,25.2353,24.7385,0.3886,0.4968,median,0.7886,0.3945,0.5497,-0.0219,-0.0890,0.6041,-0.2672,0.4383,-0.1293,0.8150,-1.6448,-1.8002
TNG.YAREBAN,TNG,4.2444,12.3411,52.6925,5.5648,3.8264,1.8248,2.2891,22.9285,24.0034,21.7686,0.9339,2.2348,mean,0.0292,2.9040,2.9418,2.6562,2.7604,1.7736,2.6169,-0.0692,-0.4118,0.2020,-0.5366,-0.4855
TNG.YAREBAN,TNG,4.3194,12.3024,52.5461,5.5595,3.8235,1.8187,2.2934,22.9212,24.0131,21.7532,0.9474,2.2354,median,0.1343,2.8428,2.9099,2.6334,2.7442,1.6648,2.6561,-0.0708,-0.4097,0.1992,-0.5197,-0.4852
Tak.TAKELMA,Tak,3.5000,9.8571,35.4599,4.5625,3.0836,1.6438,1.9083,10.9296,20.3652,3.7556,6.0384,16.6096,mean,-1.1262,-0.6274,-0.9668,-1.1901,-1.0478,-1.0771,-0.8192,-1.6847,-1.1045,-1.6773,1.3642,1.3327
Tak.TAKELMA,Tak,3.5000,9.8571,35.4599,4.5625,3.0836,1.6438,1.9083,10.9296,20.3652,3.7556,6.0384,16.6096,median,-1.1262,-0.6274,-0.9668,-1.1901,-1.0478,-1.0771,-0.8192,-1.6847,-1.1045,-1.6773,1.3642,1.3327
Tal.TAULIL,Tal,4.5395,9.2404,31.7538,4.6476,3.1190,1.7245,1.8907,26.0464,26.4479,25.4822,0.5413,0.9657,mean,0.4326,-1.3807,-1.8555,-0.8980,-0.8839,0.1047,-0.9763,0.7376,0.1742,0.9872,-1.2076,-1.2241
Tal.TAULIL,Tal,4.5395,9.2404,31.7538,4.6476,3.1190,1.7245,1.8907,26.0464,26.4479,25.4822,0.5413,0.9657,median,0.4326,-1.3807,-1.8555,-0.8980,-0.8839,0.1047,-0.9763,0.7376,0.1742,0.9872,-1.2076,-1.2241
Tan.TANGKIC,Tan,5.7500,10.5546,42.6241,4.8585,3.3092,1.7689,1.9207,26.1870,29.5603,21.0264,3.1125,8.5339,mean,1.8542,0.2837,0.6980,-0.1468,0.0272,0.8150,-0.7087,0.7789,1.0751,0.0663,0.7531,0.7207
Tan.TANGKIC,Tan,5.7000,10.6539,45.2140,4.9799,3.3972,1.7760,1.9704,26.2707,29.7672,21.0881,3.1643,8.6791,median,1.8015,0.4186,1.2850,0.3035,0.4661,0.9327,-0.2636,0.8038,1.1415,0.0774,0.7691,0.7361
Tar.TARASCAN,Tar,5.5663,10.4808,41.1553,5.0949,3.4175,1.7121,2.0833,16.3493,19.1211,13.9833,1.6891,5.1378,mean,1.6586,0.1844,0.3619,0.7419,0.5691,-0.0866,0.7516,-1.1921,-1.2963,-0.9278,0.1291,0.2600
Tar.TARASCAN,Tar,5.5271,10.4970,41.6502,5.0934,3.4216,1.7142,2.0923,16.3493,19.1211,13.9833,1.6891,5.1378,median,1.6161,0.2061,0.4754,0.7362,0.5896,-0.0546,0.8325,-1.1921,-1.2963,-0.9278,0.1291,0.2600
Tat.TATE,Tat,4.1974,12.3715,52.2603,5.6741,3.8785,1.8466,2.2895,26.3035,27.2090,25.0632,0.9319,2.1458,mean,-0.0376,2.9521,2.8475,3.1298,3.0565,2.1663,2.6206,0.8135,0.3780,0.8892,-0.5392,-0.5216
Tat.TATE,Tat,4.1974,12.3715,52.2603,5.6741,3.8785,1.8466,2.2895,26.3035,27.2090,25.0632,0.9319,2.1458,median,-0.0376,2.9521,2.8475,3.1298,3.0565,2.1663,2.6206,0.8135,0.3780,0.8892,-0.5392,-0.5216
Tau.TAUSHIRO,Tau,4.8571,10.7827,43.5502,5.0599,3.4783,1.7051,2.1466,24.5843,25.0457,23.6154,0.6384,1.4303,mean,0.8388,0.5954,0.9088,0.6073,0.8800,-0.1920,1.3231,0.3338,-0.1744,0.5695,-0.9985,-0.8799
Tau.TAUSHIRO,Tau,4.8571,10.7827,43.5502,5.0599,3.4783,1.7051,2.1466,24.5843,25.0457,23.6154,0.6384,1.4303,median,0.8388,0.5954,0.9088,0.6073,0.8800,-0.1920,1.3231,0.3338,-0.1744,0.5695,-0.9985,-0.8799
Tay.TAYAP,Tay,4.0751,10.9796,42.7427,5.1078,3.4206,1.8259,1.9716,26.5754,26.8372,26.2515,0.3982,0.5857,mean,-0.2149,0.8698,0.7251,0.7919,0.5845,1.7924,-0.2529,0.8955,0.2771,1.1739,-1.6120,-1.6582
Tay.TAYAP,Tay,4.0751,10.9796,42.7427,5.1078,3.4206,1.8259,1.9716,26.5754,26.8372,26.2515,0.3982,0.5857,median,-0.2149,0.8698,0.7251,0.7919,0.5845,1.7924,-0.2529,0.8955,0.2771,1.1739,-1.6120,-1.6582
Teb.PAWAIAN,Teb,4.0423,11.0630,43.1434,5.2759,3.4901,1.7275,2.1462,25.5319,26.3840,24.4095,0.9556,1.9744,mean,-0.2634,0.9874,0.8163,1.4561,0.9409,0.1514,1.3190,0.5901,0.1576,0.7413,-0.5096,-0.5953
Teb.PAWAIAN,Teb,4.0423,11.0630,43.1434,5.2759,3.4901,1.7275,2.1462,25.5319,26.3840,24.4095,0.9556,1.9744,median,-0.2634,0.9874,0.8163,1.4561,0.9409,0.1514,1.3190,0.5901,0.1576,0.7413,-0.5096,-0.5953
Teb.TEBERAN,Teb,4.4344,11.0351,41.9155,5.0920,3.4827,1.6978,2.1424,22.5661,23.3910,21.4219,0.9282,1.9691,mean,0.2920,0.9480,0.5362,0.7307,0.9029,-0.3023,1.2849,-0.1501,-0.5429,0.1378,-0.5438,-0.5977
Teb.TEBERAN,Teb,4.3816,11.0967,42.2376,5.0934,3.4886,1.7001,2.1449,22.7142,23.5491,21.5631,0.9640,2.0659,median,0.2201,1.0353,0.6098,0.7364,0.9329,-0.2679,1.3082,-0.1173,-0.5097,0.1638,-0.4993,-0.5552
Tic.TICUNA,Tic,4.5758,10.5190,44.5154,4.9913,3.4440,1.7464,2.1073,25.4290,25.8709,24.8306,0.6249,1.0403,mean,0.4804,0.2357,1.1274,0.3464,0.7038,0.4496,0.9679,0.5613,0.0266,0.8359,-1.0252,-1.1591
Tic.TICUNA,Tic,4.5758,10.5190,44.5154,4.9913,3.4440,1.7464,2.1073,25.4290,25.8709,24.8306,0.6249,1.0403,median,0.4804,0.2357,1.1274,0.3464,0.7038,0.4496,0.9679,0.5613,0.0266,0.8359,-1.0252,-1.1591
Tim.TIMUCUA,Tim,3.9000,11.1595,43.0748,5.2422,3.5804,1.7245,2.1934,20.1028,27.0178,11.5484,5.7024,15.4695,mean,-0.4782,1.1248,0.8007,1.3208,1.4141,0.1047,1.7470,-0.6370,0.3258,-1.1679,1.3139,1.2669
Tim.TIMUCUA,Tim,3.9000,11.1595,43.0748,5.2422,3.5804,1.7245,2.1934,20.1028,27.0178,11.5484,5.7024,15.4695,median,-0.4782,1.1248,0.8007,1.3208,1.4141,0.1047,1.7470,-0.6370,0.3258,-1.1679,1.3139,1.2669
Tiw.TIWIAN,Tiw,6.8289,10.7570,40.8995,5.1504,3.5116,1.8194,2.0537,27.2364,29.1548,24.9442,1.4251,4.2106,mean,2.8911,0.5599,0.3031,0.9578,1.0526,1.6772,0.4846,1.1021,0.9474,0.8618,-0.0554,0.0806
Tiw.TIWIAN,Tiw,6.8289,10.7570,40.8995,5.1504,3.5116,1.8194,2.0537,27.2364,29.1548,24.9442,1.4251,4.2106,median,2.8911,0.5599,0.3031,0.9578,1.0526,1.6772,0.4846,1.1021,0.9474,0.8618,-0.0554,0.0806
Tnm.TANAHMERAH,Tnm,5.2727,11.4442,47.5342,5.1981,3.5785,1.7681,2.1808,25.9377,26.4756,24.8557,0.6827,1.6200,mean,1.3325,1.5370,1.8048,1.1454,1.4040,0.8018,1.6328,0.7059,0.1814,0.8416,-0.9149,-0.7702
Tnm.TANAHMERAH,Tnm,5.2727,11.4442,47.5342,5.1981,3.5785,1.7681,2.1808,25.9377,26.4756,24.8557,0.6827,1.6200,median,1.3325,1.5370,1.8048,1.1454,1.4040,0.8018,1.6328,0.7059,0.1814,0.8416,-0.9149,-0.7702
Tol.TOL,Tol,3.7917,8.9126,33.1861,4.4960,2.9740,1.6544,1.8265,22.7140,24.7331,20.4733,1.5856,4.2598,mean,-0.6469,-1.7612,-1.5096,-1.4139,-1.5444,-0.9296,-1.5480,-0.1174,-0.2475,-0.0305,0.0611,0.0911
Tol.TOL,Tol,3.7917,8.9126,33.1861,4.4960,2.9740,1.6544,1.8265,22.7140,24.7331,20.4733,1.5856,4.2598,median,-0.6469,-1.7612,-1.5096,-1.4139,-1.5444,-0.9296,-1.5480,-0.1174,-0.2475,-0.0305,0.0611,0.0911
Ton.TONKAWA,Ton,5.5781,10.1875,43.1881,4.8773,3.1854,1.7051,1.9468,20.0660,28.9712,9.9686,6.8815,19.0025,mean,1.6714,-0.2036,0.8265,-0.0778,-0.5715,-0.1920,-0.4750,-0.6435,0.8906,-1.3004,1.4773,1.4574
Ton.TONKAWA,Ton,5.5781,10.1875,43.1881,4.8773,3.1854,1.7051,1.9468,20.0660,28.9712,9.9686,6.8815,19.0025,median,1.6714,-0.2036,0.8265,-0.0778,-0.5715,-0.1920,-0.4750,-0.6435,0.8906,-1.3004,1.4773,1.4574
Tor.CENTRAL_WAPEI,Tor,4.3244,10.4900,37.0735,5.1118,3.4263,1.7941,2.0043,23.1890,23.4799,22.7458,0.4326,0.7341,mean,0.1412,0.1967,-0.5861,0.8073,0.6135,1.2386,0.0406,-0.0094,-0.5243,0.3910,-1.5008,-1.4627
Tor.CENTRAL_WAPEI,Tor,4.2273,10.6989,36.7527,5.1534,3.5072,1.8061,2.0189,22.6275,22.9187,22.1916,0.4257,0.7271,median,0.0050,0.4801,-0.6615,0.9695,1.0297,1.4444,0.1716,-0.1366,-0.6399,0.2824,-1.5222,-1.4710
Tor.EAST_PALEI,Tor,5.0316,10.7663,40.4858,5.1684,3.4475,1.8261,2.0249,23.4872,23.7830,23.0768,0.4143,0.7062,mean,1.0509,0.5728,0.2078,1.0282,0.7218,1.7956,0.2259,0.0606,-0.4597,0.4578,-1.5586,-1.4963
Tor.EAST_PALEI,Tor,4.9976,10.7179,40.3492,5.1530,3.4166,1.8276,1.9934,23.2155,23.5116,22.8109,0.4098,0.7008,median,1.0102,0.5062,0.1763,0.9680,0.5642,1.8219,-0.0574,-0.0033,-0.5176,0.4040,-1.5730,-1.5030
Tor.EAST_WAPEI,Tor,4.1613,10.5141,38.7904,5.0998,3.4158,1.8040,1.9631,23.3489,23.6415,22.9051,0.4349,0.7364,mean,-0.0895,0.2292,-0.1848,0.7609,0.5602,1.4075,-0.3288,0.0279,-0.4900,0.4230,-1.4939,-1.4600
Tor.EAST_WAPEI,Tor,4.1326,10.5050,39.0725,5.1017,3.4235,1.8069,1.9593,23.9642,24.2571,23.5177,0.4380,0.7395,median,-0.1310,0.2168,-0.1192,0.7683,0.5993,1.4582,-0.3631,0.1763,-0.3557,0.5489,-1.4844,-1.4564
Tor.GALU-ALU,Tor,4.6373,10.3901,39.6920,5.0438,3.3959,1.7594,2.0129,21.8785,22.1734,21.4566,0.4173,0.7168,mean,0.5606,0.0632,0.0244,0.5457,0.4596,0.6586,0.1176,-0.2969,-0.7858,0.1442,-1.5488,-1.4834
