Genus,Family,WL,Index0,Index1,Index2,Index3,Index4,Index5,T,T_max,T_min,T_sd,T_diff,Method,WL_trans,Index0_trans,Index1_trans,Index2_trans,Index3_trans,Index4_trans,Index5_trans,T_trans,T_max_trans,T_min_trans,T_sd_trans,T_diff_trans
Slb.SALIBA,Slb,4.6207,10.5474,42.9014,4.9846,3.3304,1.6618,2.1028,27.0731,29.7240,25.4029,1.6270,4.3211,median,0.5391,0.2740,0.7612,0.3212,0.1320,-0.8253,0.9273,1.0501,1.1275,0.9685,0.0889,0.1039
Slk.SULKA,Slk,4.1505,9.9756,35.9753,4.7675,3.2125,1.7178,1.9003,26.1583,26.7627,25.3291,0.6386,1.4336,mean,-0.1051,-0.4770,-0.8448,-0.4758,-0.4423,0.0008,-0.8906,0.7705,0.2572,0.9511,-0.9981,-0.8779
Slk.SULKA,Slk,4.0645,10.0855,35.8409,4.8729,3.2255,1.7454,1.8878,26.1583,26.7627,25.3291,0.6386,1.4336,median,-0.2306,-0.3359,-0.8766,-0.0940,-0.3799,0.4336,-1.0022,0.7705,0.2572,0.9511,-0.9981,-0.8779
Snt.SENTANIC,Snt,4.2846,10.9292,41.0962,5.1222,3.4860,1.7833,2.0756,24.9712,25.2568,24.6662,0.4036,0.5905,mean,0.0858,0.7990,0.3483,0.8478,0.9197,1.0544,0.6821,0.4361,-0.1241,0.7987,-1.5938,-1.6511
Snt.SENTANIC,Snt,4.5473,11.0096,41.0727,5.1728,3.5246,1.7888,2.0655,25.7892,26.0692,25.4889,0.4055,0.5803,median,0.4429,0.9119,0.3429,1.0455,1.1206,1.1469,0.5905,0.6631,0.0767,0.9888,-1.5873,-1.6663
SoP.BILUA,SoP,4.3822,10.8460,42.6902,5.0643,3.4019,1.7340,2.0694,26.1180,26.4530,25.5945,0.5215,0.8585,mean,0.2210,0.6830,0.7131,0.6241,0.4898,0.2523,0.6256,0.7586,0.1755,1.0139,-1.2555,-1.3266
SoP.BILUA,SoP,4.3822,10.8460,42.6902,5.0643,3.4019,1.7340,2.0694,26.1180,26.4530,25.5945,0.5215,0.8585,median,0.2210,0.6830,0.7131,0.6241,0.4898,0.2523,0.6256,0.7586,0.1755,1.0139,-1.2555,-1.3266
SoP.LAVUKALEVE,SoP,4.2969,10.8301,40.9820,5.2184,3.4076,1.7448,2.0261,27.0289,27.2641,26.6069,0.4918,0.6572,mean,0.1029,0.6610,0.3220,1.2259,0.5186,0.4240,0.2363,1.0361,0.3931,1.2631,-1.3317,-1.5586
SoP.LAVUKALEVE,SoP,4.2969,10.8301,40.9820,5.2184,3.4076,1.7448,2.0261,27.0289,27.2641,26.6069,0.4918,0.6572,median,0.1029,0.6610,0.3220,1.2259,0.5186,0.4240,0.2363,1.0361,0.3931,1.2631,-1.3317,-1.5586
SoP.SAVOSAVO,SoP,4.1667,10.8326,41.4912,5.0278,3.3813,1.7222,2.0616,25.5321,25.8829,24.9866,0.5059,0.8964,mean,-0.0816,0.6644,0.4390,0.4847,0.3860,0.0691,0.5558,0.5902,0.0296,0.8716,-1.2950,-1.2890
SoP.SAVOSAVO,SoP,4.1667,10.8326,41.4912,5.0278,3.3813,1.7222,2.0616,25.5321,25.8829,24.9866,0.5059,0.8964,median,-0.0816,0.6644,0.4390,0.4847,0.3860,0.0691,0.5558,0.5902,0.0296,0.8716,-1.2950,-1.2890
SoP.TOUO,SoP,4.3864,11.9363,45.8128,5.5627,3.6445,1.8123,2.1940,26.6207,27.0284,25.9730,0.5917,1.0555,mean,0.2266,2.2741,1.4197,2.6471,1.7571,1.5524,1.7520,0.9093,0.3287,1.1053,-1.0940,-1.1464
SoP.TOUO,SoP,4.3864,11.9363,45.8128,5.5627,3.6445,1.8123,2.1940,26.6207,27.0284,25.9730,0.5917,1.0555,median,0.2266,2.2741,1.4197,2.6471,1.7571,1.5524,1.7520,0.9093,0.3287,1.1053,-1.0940,-1.1464
Son.SONGHAY,Son,4.0129,10.2859,38.2435,4.8816,3.2257,1.7168,1.9550,28.2704,33.9896,21.9565,3.9433,12.0331,mean,-0.3071,-0.0746,-0.3122,-0.0621,-0.3789,-0.0138,-0.4018,1.4466,2.6856,0.2374,0.9787,1.0354
Son.SONGHAY,Son,3.9926,10.3681,38.1525,4.9017,3.2425,1.7140,1.9537,28.7040,33.7205,23.3571,3.3015,10.5440,median,-0.3376,0.0339,-0.3335,0.0118,-0.2980,-0.0576,-0.4128,1.5991,2.5760,0.5154,0.8101,0.9142
TC.TIMOTE-CUICA,TC,4.3710,9.8780,37.6846,4.7988,3.1806,1.6889,1.9751,7.5234,8.2423,6.9215,0.7095,1.3208,mean,0.2055,-0.6010,-0.4428,-0.3633,-0.5943,-0.4336,-0.2215,-1.8586,-2.1949,-1.5113,-0.8675,-0.9499
TC.TIMOTE-CUICA,TC,4.3710,9.8780,37.6846,4.7988,3.1806,1.6889,1.9751,7.5234,8.2423,6.9215,0.7095,1.3208,median,0.2055,-0.6010,-0.4428,-0.3633,-0.5943,-0.4336,-0.2215,-1.8586,-2.1949,-1.5113,-0.8675,-0.9499
TK.HLAI,TK,3.2517,10.1251,39.9518,4.9300,3.2933,1.7205,1.9939,23.1689,26.3897,17.9971,3.1655,8.3927,mean,-1.5663,-0.2847,0.0845,0.1168,-0.0509,0.0437,-0.0524,-0.0141,0.1591,-0.4223,0.7695,0.7055
TK.HLAI,TK,3.2085,10.2127,40.4978,4.9228,3.2757,1.7232,1.9938,23.0976,26.3016,17.9190,3.1656,8.3874,median,-1.6463,-0.1708,0.2106,0.0901,-0.1366,0.0854,-0.0538,-0.0305,0.1362,-0.4336,0.7695,0.7049
TK.KADAI,TK,3.1997,9.8062,37.6182,4.7340,3.1655,1.6953,1.9489,18.7121,24.3720,10.4642,5.0940,13.9077,mean,-1.6626,-0.6914,-0.4584,-0.5949,-0.6658,-0.3384,-0.4566,-0.8669,-0.3300,-1.2607,1.2135,1.1687
TK.KADAI,TK,3.2333,9.8101,39.2615,4.7504,3.1621,1.6996,1.9545,18.9409,24.5417,10.5716,4.8109,13.0265,median,-1.6002,-0.6865,-0.0754,-0.5366,-0.6818,-0.2746,-0.4061,-0.8311,-0.2915,-1.2518,1.1619,1.1084
TK.KAM-TAI,TK,2.9786,9.9574,38.9962,4.7978,3.1780,1.7352,1.9188,20.7881,26.2229,13.0990,4.7121,13.1239,mean,-2.0904,-0.5002,-0.1370,-0.3669,-0.6068,0.2718,-0.7252,-0.5122,0.1159,-1.0203,1.1430,1.1153
TK.KAM-TAI,TK,2.9097,9.9824,38.8897,4.7857,3.1764,1.7332,1.9150,20.6676,26.3790,12.9873,4.8857,13.2745,median,-2.2302,-0.4684,-0.1617,-0.4106,-0.6144,0.2397,-0.7589,-0.5347,0.1563,-1.0316,1.1758,1.1258
TKw.ISIRAWA,TKw,4.2421,11.3530,44.6179,5.3477,3.5958,1.8159,2.1298,26.2263,26.5001,25.9384,0.3697,0.5618,mean,0.0260,1.4039,1.1505,1.7474,1.4962,1.6164,1.1707,0.7906,0.1879,1.0969,-1.7127,-1.6943
TKw.ISIRAWA,TKw,4.2421,11.3530,44.6179,5.3477,3.5958,1.8159,2.1298,26.2263,26.5001,25.9384,0.3697,0.5618,median,0.0260,1.4039,1.1505,1.7474,1.4962,1.6164,1.1707,0.7906,0.1879,1.0969,-1.7127,-1.6943
TKw.KWERBA,TKw,4.9200,10.2870,40.4421,4.8587,3.2713,1.7154,1.9937,25.7936,26.0652,25.4794,0.3756,0.5857,mean,0.9162,-0.0732,0.1977,-0.1459,-0.1585,-0.0348,-0.0547,0.6644,0.0756,0.9866,-1.6911,-1.6582
TKw.KWERBA,TKw,4.8864,10.2226,40.6886,4.8425,3.2515,1.7157,1.9814,26.2263,26.5001,25.9180,0.3744,0.5911,median,0.8750,-0.1578,0.2545,-0.2051,-0.2544,-0.0309,-0.1650,0.7906,0.1879,1.0919,-1.6954,-1.6503
TKw.MAWES,TKw,4.7895,10.4926,39.7005,4.9333,3.2674,1.7673,1.9564,26.4979,26.7756,26.2006,0.3966,0.5750,mean,0.7546,0.2002,0.0264,0.1291,-0.1773,0.7886,-0.3890,0.8720,0.2607,1.1613,-1.6172,-1.6741
TKw.MAWES,TKw,4.7895,10.4926,39.7005,4.9333,3.2674,1.7673,1.9564,26.4979,26.7756,26.2006,0.3966,0.5750,median,0.7546,0.2002,0.0264,0.1291,-0.1773,0.7886,-0.3890,0.8720,0.2607,1.1613,-1.6172,-1.6741
TKw.SAUSE,TKw,3.9565,9.8043,37.3572,4.6399,3.0877,1.6877,1.9101,25.8890,26.2578,25.5261,0.5482,0.7317,mean,-0.3920,-0.6938,-0.5195,-0.9246,-1.0289,-0.4513,-0.8031,0.6918,0.1249,0.9977,-1.1915,-1.4655
TKw.SAUSE,TKw,3.9565,9.8043,37.3572,4.6399,3.0877,1.6877,1.9101,25.8890,26.2578,25.5261,0.5482,0.7317,median,-0.3920,-0.6938,-0.5195,-0.9246,-1.0289,-0.4513,-0.8031,0.6918,0.1249,0.9977,-1.1915,-1.4655
TKw.TOR-ORYA,TKw,4.5300,10.4330,40.2321,4.9581,3.2761,1.7660,1.9363,25.4915,25.7841,25.1939,0.4033,0.5902,mean,0.4201,0.1204,0.1493,0.2217,-0.1350,0.7672,-0.5690,0.5788,0.0049,0.9195,-1.5948,-1.6516
TKw.TOR-ORYA,TKw,4.5202,10.4621,39.7930,4.9851,3.2982,1.7737,1.9719,25.6807,25.9615,25.3670,0.3810,0.5740,median,0.4071,0.1593,0.0478,0.3231,-0.0267,0.8944,-0.2502,0.6322,0.0494,0.9600,-1.6716,-1.6756
TNG.AMAIMON,TNG,4.3514,10.6955,40.8249,5.0220,3.4123,1.7660,2.0550,25.9098,26.1900,25.6068,0.4346,0.5832,mean,0.1786,0.4755,0.2859,0.4626,0.5424,0.7673,0.4963,0.6978,0.1075,1.0169,-1.4945,-1.6619
TNG.AMAIMON,TNG,4.3514,10.6955,40.8249,5.0220,3.4123,1.7660,2.0550,25.9098,26.1900,25.6068,0.4346,0.5832,median,0.1786,0.4755,0.2859,0.4626,0.5424,0.7673,0.4963,0.6978,0.1075,1.0169,-1.4945,-1.6619
TNG.ANGAATAHA,TNG,3.9000,9.8096,40.1032,4.8603,3.2505,1.7042,2.0036,16.2288,16.9914,15.2686,0.7480,1.7228,mean,-0.4782,-0.6872,0.1195,-0.1401,-0.2593,-0.2056,0.0342,-1.2067,-1.5758,-0.7819,-0.8027,-0.7159
TNG.ANGAATAHA,TNG,3.9000,9.8096,40.1032,4.8603,3.2505,1.7042,2.0036,16.2288,16.9914,15.2686,0.7480,1.7228,median,-0.4782,-0.6872,0.1195,-0.1401,-0.2593,-0.2056,0.0342,-1.2067,-1.5758,-0.7819,-0.8027,-0.7159
TNG.AWJU,TNG,3.9667,10.7350,39.8262,4.9523,3.3361,1.6898,2.0739,25.7857,26.7712,24.6391,0.9164,2.1321,mean,-0.3766,0.5297,0.0555,0.2001,0.1604,-0.4207,0.6663,0.6621,0.2595,0.7925,-0.5589,-0.5273
TNG.AWJU,TNG,3.8720,10.7169,39.8976,4.9571,3.3092,1.6899,2.0713,25.8002,26.7019,24.6646,0.8682,2.0142,median,-0.5213,0.5047,0.0720,0.2178,0.0273,-0.4196,0.6432,0.6663,0.2411,0.7983,-0.6231,-0.5776
TNG.BARGAM,TNG,4.1274,10.3433,38.4242,4.8276,3.2389,1.7214,1.9456,26.4208,26.6560,26.1889,0.3824,0.4671,mean,-0.1384,0.0011,-0.2701,-0.2594,-0.3154,0.0568,-0.4857,0.8487,0.2289,1.1584,-1.6667,-1.8532
TNG.BARGAM,TNG,4.1274,10.3433,38.4242,4.8276,3.2389,1.7214,1.9456,26.4208,26.6560,26.1889,0.3824,0.4671,median,-0.1384,0.0011,-0.2701,-0.2594,-0.3154,0.0568,-0.4857,0.8487,0.2289,1.1584,-1.6667,-1.8532
TNG.BAYONO-AWBONO,TNG,4.4928,10.3709,40.6080,4.8351,3.3379,1.6948,2.0452,25.7635,26.2749,24.9592,0.6164,1.3157,mean,0.3706,0.0378,0.2360,-0.2321,0.1691,-0.3462,0.4078,0.6558,0.1293,0.8653,-1.0424,-0.9533
TNG.BAYONO-AWBONO,TNG,4.6071,10.3156,40.5718,4.8472,3.3343,1.7003,2.0445,25.7361,26.2565,24.9124,0.6164,1.3441,median,0.5214,-0.0355,0.2276,-0.1879,0.1514,-0.2642,0.4018,0.6479,0.1246,0.8546,-1.0424,-0.9346
TNG.BECKING-DAWI,TNG,4.3135,9.9164,34.8059,4.7521,3.2054,1.6880,1.9488,25.6564,26.2566,24.8146,0.6422,1.4420,mean,0.1261,-0.5524,-1.1221,-0.5307,-0.4762,-0.4463,-0.4568,0.6253,0.1246,0.8322,-0.9910,-0.8728
TNG.BECKING-DAWI,TNG,4.2973,9.9744,34.4431,4.7302,3.2260,1.6779,1.9646,25.7199,26.3425,24.8609,0.6482,1.4816,median,0.1035,-0.4785,-1.2086,-0.6084,-0.3775,-0.5944,-0.3156,0.6433,0.1468,0.8428,-0.9794,-0.8489
TNG.BINANDEREAN,TNG,4.6844,11.3082,42.2836,5.1555,3.5448,1.7585,2.1472,25.9159,26.7313,25.0089,0.7216,1.7224,mean,0.6212,1.3388,0.6203,0.9777,1.2263,0.6442,1.3282,0.6996,0.2489,0.8767,-0.8467,-0.7161
TNG.BINANDEREAN,TNG,4.4091,11.3155,41.9693,5.1265,3.5211,1.7472,2.1297,26.1938,27.0134,25.3442,0.7057,1.6691,median,0.2576,1.3494,0.5485,0.8645,1.1021,0.4624,1.1703,0.7810,0.3246,0.9547,-0.8741,-0.7438
TNG.BOSAVI,TNG,3.9639,10.6763,39.5533,5.0043,3.4174,1.7036,2.1086,23.3115,24.2220,22.2894,0.8078,1.9326,mean,-0.3808,0.4491,-0.0077,0.3957,0.5681,-0.2146,0.9793,0.0191,-0.3636,0.3013,-0.7094,-0.6143
TNG.BOSAVI,TNG,3.9722,10.7014,39.6134,5.0667,3.4292,1.7144,2.1160,22.9876,23.7131,22.1182,0.7511,1.7628,median,-0.3683,0.4835,0.0062,0.6334,0.6283,-0.0508,1.0465,-0.0557,-0.4747,0.2683,-0.7976,-0.6956
TNG.CHIMBU-WAHGI,TNG,4.3025,10.7046,40.2707,4.9937,3.3667,1.7908,1.9793,16.2699,16.5937,15.7341,0.4814,0.8596,mean,0.1108,0.4879,0.1582,0.3554,0.3128,1.1817,-0.1835,-1.2018,-1.6216,-0.7254,-1.3597,-1.3255
TNG.CHIMBU-WAHGI,TNG,4.2035,10.6303,41.4925,4.9425,3.3529,1.7920,1.9982,15.3289,15.6638,14.8522,0.4751,0.8600,median,-0.0288,0.3865,0.4393,0.1634,0.2436,1.2021,-0.0143,-1.3097,-1.7212,-0.8307,-1.3769,-1.3251
TNG.CORE_GOILALAN,TNG,4.8317,10.8208,41.5693,5.0758,3.4596,1.7701,2.0460,14.9109,15.6450,14.0851,0.7168,1.5599,mean,0.8074,0.6480,0.4569,0.6684,0.7835,0.8351,0.4153,-1.3542,-1.7231,-0.9168,-0.8549,-0.8035
TNG.CORE_GOILALAN,TNG,4.4562,10.8195,41.7230,5.0990,3.4815,1.7594,2.0644,15.2308,15.9504,14.4505,0.7142,1.5043,median,0.3214,0.6463,0.4921,0.7578,0.8962,0.6601,0.5810,-1.3203,-1.6916,-0.8764,-0.8593,-0.8355
TNG.DAGAN,TNG,5.0351,11.5204,46.7820,5.2577,3.6134,1.8036,2.1605,23.7167,24.8507,22.3501,0.9956,2.5006,mean,1.0552,1.6491,1.6369,1.3830,1.5899,1.4018,1.4488,0.1157,-0.2202,0.3130,-0.4617,-0.3856
TNG.DAGAN,TNG,5.3947,11.4641,48.1067,5.2313,3.5823,1.8029,2.1481,24.7995,25.8991,23.5107,0.9420,2.3884,median,1.4701,1.5662,1.9322,1.2773,1.4242,1.3890,1.3367,0.3903,0.0337,0.5475,-0.5265,-0.4264
TNG.DAMAL,TNG,3.5990,11.4831,47.6016,5.2466,3.5764,1.8226,2.1326,5.2691,5.6450,4.6919,0.4915,0.9530,mean,-0.9593,1.5941,1.8198,1.3381,1.3931,1.7342,1.1967,-1.9327,-2.2563,-1.6332,-1.3324,-1.2356
TNG.DAMAL,TNG,3.6618,11.6093,48.3567,5.2933,3.5929,1.8294,2.1320,5.2691,5.6450,4.6919,0.4915,0.9530,median,-0.8558,1.7809,1.9878,1.5261,1.4805,1.8540,1.1911,-1.9327,-2.2563,-1.6332,-1.3324,-1.2356
TNG.DANI,TNG,4.6322,10.3315,40.4024,4.8029,3.3125,1.7059,2.0350,17.2343,17.5523,16.7003,0.4619,0.8520,mean,0.5539,-0.0145,0.1886,-0.3487,0.0437,-0.1803,0.3160,-1.0794,-1.5079,-0.6020,-1.4139,-1.3332
TNG.DANI,TNG,4.6403,10.2614,40.6586,4.8030,3.3023,1.6976,2.0392,17.2849,17.6176,16.6555,0.4394,0.8758,median,0.5645,-0.1068,0.2476,-0.3482,-0.0066,-0.3053,0.3537,-1.0726,-1.4998,-0.6079,-1.4801,-1.3093
TNG.DUMUT,TNG,4.2129,9.8516,35.6873,4.6618,3.1876,1.7277,1.9232,25.4316,26.2659,24.4384,0.7953,1.8276,mean,-0.0156,-0.6344,-0.9129,-0.8486,-0.5611,0.1553,-0.6863,0.5621,0.1270,0.7477,-0.7283,-0.6637
TNG.DUMUT,TNG,4.2813,9.8988,36.3044,4.6568,3.1856,1.7268,1.9263,25.7004,26.4998,24.6708,0.7628,1.7835,median,0.0811,-0.5746,-0.7671,-0.8662,-0.5708,0.1405,-0.6588,0.6378,0.1878,0.7997,-0.7788,-0.6853
TNG.EAST_STRICKLAND,TNG,3.6882,11.3585,42.3527,5.1949,3.5526,1.7215,2.1824,25.3678,26.2364,24.3636,0.8036,1.8728,mean,-0.8126,1.4118,0.6361,1.1327,1.2672,0.0586,1.6471,0.5443,0.1194,0.7311,-0.7158,-0.6421
TNG.EAST_STRICKLAND,TNG,3.8057,11.4622,42.6065,5.2437,3.5938,1.7238,2.2007,25.5372,26.4893,24.4690,0.7918,1.8468,median,-0.6249,1.5634,0.6940,1.3268,1.4855,0.0939,1.8132,0.5916,0.1850,0.7545,-0.7335,-0.6545
TNG.ENGA_KEWA-HULI,TNG,4.3715,10.9115,42.6312,5.0536,3.4380,1.7582,2.0601,18.6218,18.9634,18.0819,0.4834,0.8815,mean,0.2063,0.7743,0.6997,0.5831,0.6734,0.6396,0.5422,-0.8808,-1.3190,-0.4099,-1.3542,-1.3037
TNG.ENGA_KEWA-HULI,TNG,4.2500,11.0938,43.5329,5.1242,3.4607,1.7620,2.0841,18.0640,18.7610,17.0406,0.4311,0.6996,median,0.0371,1.0312,0.9048,0.8556,0.7894,0.7017,0.7586,-0.9640,-1.3477,-0.5564,-1.5053,-1.5045
TNG.FASU,TNG,4.4294,11.0139,45.3657,5.1641,3.5330,1.7319,2.1581,21.9946,22.6973,21.0148,0.7439,1.6825,mean,0.2851,0.9181,1.3191,1.0115,1.1643,0.2201,1.4267,-0.2727,-0.6842,0.0643,-0.8095,-0.7368
TNG.FASU,TNG,4.4294,11.0139,45.3657,5.1641,3.5330,1.7319,2.1581,21.9946,22.6973,21.0148,0.7439,1.6825,median,0.2851,0.9181,1.3191,1.0115,1.1643,0.2201,1.4267,-0.2727,-0.6842,0.0643,-0.8095,-0.7368
TNG.FINISTERRE,TNG,4.3482,9.8347,36.6795,4.6861,3.1826,1.7171,1.9386,20.3746,20.8191,19.7419,0.5626,1.0771,mean,0.1742,-0.6557,-0.6787,-0.7639,-0.5849,-0.0099,-0.5488,-0.5884,-1.0291,-0.1532,-1.1581,-1.1287
TNG.FINISTERRE,TNG,4.2222,9.8619,36.0992,4.6795,3.1619,1.7305,1.9030,21.4855,21.6991,20.6390,0.4632,0.8611,median,-0.0023,-0.6213,-0.8155,-0.7868,-0.6828,0.1982,-0.8665,-0.3769,-0.8742,-0.0019,-1.4104,-1.3240
TNG.FOE,TNG,3.9103,11.5585,46.5554,5.2491,3.6136,1.7628,2.1824,21.7007,22.3580,20.7344,0.7387,1.6236,mean,-0.4624,1.7054,1.5862,1.3483,1.5909,0.7148,1.6473,-0.3335,-0.7505,0.0148,-0.8179,-0.7682
TNG.FOE,TNG,3.9103,11.5585,46.5554,5.2491,3.6136,1.7628,2.1824,21.7007,22.3580,20.7344,0.7387,1.6236,median,-0.4624,1.7054,1.5862,1.3483,1.5909,0.7148,1.6473,-0.3335,-0.7505,0.0148,-0.8179,-0.7682
TNG.FORE-GIMI,TNG,3.5247,11.0285,47.1517,4.9976,3.4617,1.7228,2.1105,17.3637,17.9232,16.5271,0.6897,1.3961,mean,-1.0842,0.9387,1.7195,0.3700,0.7945,0.0784,0.9972,-1.0620,-1.4608,-0.6248,-0.9023,-0.9012
TNG.FORE-GIMI,TNG,3.5247,11.0285,47.1517,4.9976,3.4617,1.7228,2.1105,17.3637,17.9232,16.5271,0.6897,1.3961,median,-1.0842,0.9387,1.7195,0.3700,0.7945,0.0784,0.9972,-1.0620,-1.4608,-0.6248,-0.9023,-0.9012
TNG.FUYUG,TNG,3.9431,11.2837,43.8282,5.2204,3.4884,1.7520,2.0939,9.8345,10.6548,8.8560,0.7266,1.7988,mean,-0.4124,1.3034,0.9718,1.2340,0.9323,0.5395,0.8473,-1.7500,-2.0960,-1.3839,-0.8382,-0.6778
TNG.FUYUG,TNG,4.0526,11.1045,42.5915,5.1742,3.4251,1.7438,2.1038,9.8345,10.6548,8.8560,0.7266,1.7988,median,-0.2481,1.0464,0.6906,1.0512,0.6074,0.4081,0.9363,-1.7500,-2.0960,-1.3839,-0.8382,-0.6778
TNG.GAHUKU,TNG,5.5521,10.8879,43.3906,5.0458,3.3430,1.7081,2.0365,15.0264,15.3596,14.4793,0.4731,0.8803,mean,1.6432,0.7413,0.8725,0.5535,0.1947,-0.1471,0.3299,-1.3421,-1.7515,-0.8732,-1.3825,-1.3048
TNG.GAHUKU,TNG,5.4605,10.8241,44.5727,5.0160,3.3438,1.7114,2.0288,14.7666,15.0934,14.2264,0.4669,0.8670,median,1.5431,0.6526,1.1403,0.4399,0.1985,-0.0965,0.2606,-1.3691,-1.7772,-0.9013,-1.3997,-1.3181
TNG.GAUWA,TNG,4.3225,12.0636,51.0826,5.5032,3.7571,1.8503,2.2140,19.6944,20.2289,18.8509,0.6372,1.3780,mean,0.1386,2.4699,2.5896,2.3941,2.3726,2.2342,1.9338,-0.7077,-1.1266,-0.2947,-1.0008,-0.9126
TNG.GAUWA,TNG,4.3108,11.8365,51.3970,5.4679,3.7140,1.8759,2.2016,19.1842,19.7665,18.2967,0.6457,1.4343,median,0.1223,2.1221,2.6586,2.2452,2.1349,2.7131,1.8214,-0.7923,-1.1995,-0.3784,-0.9841,-0.8775
TNG.GENDE,TNG,4.7449,11.5108,46.7463,5.2623,3.5781,1.7961,2.1274,18.9523,19.1867,18.5871,0.4186,0.5996,mean,0.6985,1.6349,1.6289,1.4012,1.4022,1.2712,1.1495,-0.8293,-1.2867,-0.3349,-1.5447,-1.6379
TNG.GENDE,TNG,4.7449,11.5108,46.7463,5.2623,3.5781,1.7961,2.1274,18.9523,19.1867,18.5871,0.4186,0.5996,median,0.6985,1.6349,1.6289,1.4012,1.4022,1.2712,1.1495,-0.8293,-1.2867,-0.3349,-1.5447,-1.6379
TNG.GOGODALA,TNG,4.3852,11.0789,44.2589,5.0497,3.4859,1.7142,2.1551,26.2071,28.0516,24.5541,1.3139,3.4975,mean,0.2251,1.0100,1.0694,0.5681,0.9193,-0.0532,1.4002,0.7849,0.6159,0.7735,-0.1454,-0.0860
TNG.GOGODALA,TNG,4.4375,11.0348,43.7368,5.0291,3.4772,1.7195,2.1526,26.1962,27.9898,24.5539,1.2821,3.4359,median,0.2962,0.9476,0.9511,0.4896,0.8743,0.0275,1.3774,0.7817,0.5980,0.7734,-0.1728,-0.1019
TNG.GUHU-SAMANE,TNG,3.9000,10.7155,47.4061,4.8746,3.3678,1.6848,2.1062,23.8984,24.7009,22.8757,0.7437,1.8252,mean,-0.4782,0.5029,1.7762,-0.0877,0.3183,-0.4938,0.9580,0.1601,-0.2550,0.4170,-0.8097,-0.6649
TNG.GUHU-SAMANE,TNG,3.9000,10.7155,47.4061,4.8746,3.3678,1.6848,2.1062,23.8984,24.7009,22.8757,0.7437,1.8252,median,-0.4782,0.5029,1.7762,-0.0877,0.3183,-0.4938,0.9580,0.1601,-0.2550,0.4170,-0.8097,-0.6649
TNG.HUON,TNG,4.0601,9.8329,36.1642,4.6865,3.1456,1.6846,1.9390,19.8682,20.6043,18.8657,0.7474,1.7386,mean,-0.2371,-0.6579,-0.8002,-0.7624,-0.7597,-0.4969,-0.5451,-0.6779,-1.0652,-0.2924,-0.8037,-0.7078
TNG.HUON,TNG,4.1212,9.9168,36.6477,4.6967,3.1394,1.6769,1.9457,20.5767,21.0688,19.5177,0.8269,1.9543,median,-0.1475,-0.5519,-0.6862,-0.7265,-0.7886,-0.6089,-0.4848,-0.5515,-0.9863,-0.1896,-0.6813,-0.6044
TNG.ISABI,TNG,4.2097,10.8425,43.1485,5.1259,3.4854,1.7457,2.1094,24.1890,24.4754,23.7392,0.4567,0.7362,mean,-0.0201,0.6782,0.8175,0.8622,0.9166,0.4384,0.9869,0.2325,-0.3066,0.5957,-1.4288,-1.4602
TNG.ISABI,TNG,4.2097,10.8425,43.1485,5.1259,3.4854,1.7457,2.1094,24.1890,24.4754,23.7392,0.4567,0.7362,median,-0.0201,0.6782,0.8175,0.8622,0.9166,0.4384,0.9869,0.2325,-0.3066,0.5957,-1.4288,-1.4602
TNG.JOSEPHSTAAL,TNG,4.6390,10.0993,37.9519,4.9056,3.2787,1.7491,1.9675,25.0143,25.3719,24.7283,0.4626,0.6436,mean,0.5628,-0.3181,-0.3803,0.0264,-0.1224,0.4923,-0.2895,0.4477,-0.0964,0.8127,-1.4119,-1.5767
TNG.JOSEPHSTAAL,TNG,4.6143,10.2045,38.3821,4.9638,3.3657,1.7568,1.9997,24.9059,25.2481,24.6116,0.4566,0.6365,median,0.5307,-0.1814,-0.2799,0.2430,0.3078,0.6171,-0.0008,0.4186,-0.1262,0.7864,-1.4293,-1.5863
TNG.KALAM-KOBON,TNG,3.8594,8.7948,30.5863,4.3023,2.8162,1.6924,1.7003,14.0395,14.2513,13.6920,0.4239,0.5593,mean,-0.5410,-1.8945,-2.1399,-2.0441,-2.2295,-0.3814,-2.6650,-1.4405,-1.8532,-0.9590,-1.5280,-1.6980
TNG.KALAM-KOBON,TNG,3.8636,8.2814,28.5757,4.0877,2.6610,1.6842,1.6182,13.6383,13.8517,13.2925,0.4217,0.5592,median,-0.5344,-2.4548,-2.6351,-2.7046,-2.8693,-0.5026,-3.3873,-1.4774,-1.8866,-1.0006,-1.5349,-1.6982
TNG.KIWAIAN,TNG,4.6614,11.5299,45.5817,5.2368,3.6272,1.7704,2.1806,26.0798,27.3897,24.6215,1.0927,2.7682,mean,0.5917,1.6631,1.3677,1.2990,1.6635,0.8390,1.6314,0.7474,0.4279,0.7886,-0.3541,-0.2950
TNG.KIWAIAN,TNG,4.6228,11.5076,45.4197,5.2241,3.6059,1.7671,2.1779,26.1672,27.5180,24.7195,1.0832,2.7985,median,0.5418,1.6302,1.3313,1.2486,1.5497,0.7853,1.6065,0.7731,0.4637,0.8107,-0.3641,-0.2853
TNG.KOIARIAN,TNG,3.7460,11.4585,44.7194,5.2598,3.5416,1.7508,2.1677,20.6182,21.5333,19.5899,0.8391,1.9434,mean,-0.7195,1.5580,1.1734,1.3914,1.2095,0.5197,1.5142,-0.5439,-0.9042,-0.1780,-0.6638,-0.6094
