Family,WL,Index0,Index1,Index2,Index3,Index4,Index5,T,T_max,T_min,T_sd,T_diff,Method,WL_trans,Index0_trans,Index1_trans,Index2_trans,Index3_trans,Index4_trans,Index5_trans,T_trans,T_max_trans,T_min_trans,T_sd_trans,T_diff_trans
Lul,3.3625,10.5545,39.9951,5.1108,3.4599,1.7304,2.0824,21.8169,28.0392,15.2834,4.6208,12.7558,median,-1.5997,0.2955,0.0450,0.8339,0.7909,0.2256,0.7423,-0.2991,0.5588,-0.7340,1.0920,1.0612
MGe,4.2480,9.7403,38.5877,4.6430,3.1964,1.6552,1.9837,24.6701,27.4263,22.5736,1.9341,4.8527,mean,-0.2221,-0.8110,-0.2973,-0.9675,-0.5924,-0.8685,-0.1921,0.3365,0.3875,0.3583,0.2545,0.2131
MGe,4.1279,9.7689,38.9155,4.7158,3.2205,1.6549,1.9682,24.9642,27.9661,23.6440,1.7398,4.3326,median,-0.3930,-0.7745,-0.2177,-0.7101,-0.4732,-0.8730,-0.3401,0.4100,0.5380,0.5618,0.1440,0.1133
MM,5.4064,10.8395,40.5716,5.0352,3.3951,1.8200,1.9359,26.7208,30.6104,22.0621,3.0311,8.5483,mean,1.2358,0.7170,0.1855,0.5183,0.4347,1.6327,-0.6488,0.8824,1.3551,0.2653,0.7019,0.7106
MM,5.2923,10.8982,40.3953,5.0765,3.4444,1.8127,1.9384,26.7213,30.7451,22.0575,3.0831,8.6908,median,1.1053,0.8061,0.1425,0.6895,0.7044,1.5126,-0.6246,0.8825,1.4004,0.2645,0.7181,0.7251
MW,5.4444,10.9815,41.8503,5.1037,3.4270,1.8131,1.9703,26.6306,28.2696,24.2075,1.5039,4.0621,mean,1.2786,0.9339,0.4980,0.8038,0.6086,1.5199,-0.3196,0.8567,0.6250,0.6739,-0.0112,0.0565
MW,5.4444,10.9815,41.8503,5.1037,3.4270,1.8131,1.9703,26.6306,28.2696,24.2075,1.5039,4.0621,median,1.2786,0.9339,0.4980,0.8038,0.6086,1.5199,-0.3196,0.8567,0.6250,0.6739,-0.0112,0.0565
MZ,3.6968,8.2409,31.7296,4.2361,2.8434,1.5586,1.8394,21.5271,24.7040,18.1673,2.2078,6.5366,mean,-1.0453,-2.4891,-1.9467,-2.2594,-2.1820,-2.1600,-1.5799,-0.3562,-0.2925,-0.3587,0.3898,0.4750
MZ,3.6282,8.2011,31.7812,4.1938,2.8171,1.5556,1.8242,21.9733,25.6828,18.2216,2.2567,6.7990,median,-1.1553,-2.5276,-1.9344,-2.3800,-2.2888,-2.1985,-1.7274,-0.2677,-0.0629,-0.3509,0.4119,0.5096
Mab,4.1333,10.2816,38.1943,4.8142,3.2386,1.7258,1.9622,27.3791,32.0118,23.8434,2.8488,8.1684,mean,-0.3852,-0.0913,-0.3928,-0.3492,-0.3829,0.1572,-0.3967,1.0747,1.8441,0.6011,0.6421,0.6707
Mab,4.1448,10.3087,37.8407,4.8072,3.2212,1.7281,1.9560,27.9488,32.5829,24.3746,2.8425,8.1358,median,-0.3687,-0.0538,-0.4785,-0.3757,-0.4700,0.1910,-0.4562,1.2482,2.0550,0.7078,0.6399,0.6672
Mai,4.8261,11.2133,45.2500,5.1658,3.5053,1.7485,2.1272,23.8154,24.4096,22.5802,0.7666,1.8294,mean,0.5446,1.2976,1.3334,1.0694,1.0469,0.5000,1.1627,0.1316,-0.3584,0.3595,-0.7809,-0.6481
Mai,4.8108,11.1282,45.2351,5.1181,3.4827,1.7480,2.1330,23.1943,23.8281,21.8530,0.7440,1.7712,median,0.5254,1.1627,1.3297,0.8648,0.9188,0.4929,1.2168,-0.0093,-0.4844,0.2281,-0.8172,-0.6768
Mak,4.2000,9.9724,36.7018,4.8776,3.2932,1.7075,2.0388,26.6998,28.3695,25.1671,1.5655,3.2023,mean,-0.2898,-0.5101,-0.7541,-0.1085,-0.1044,-0.1157,0.3311,0.8764,0.6540,0.8729,0.0319,-0.1532
Mak,4.2000,9.9724,36.7018,4.8776,3.2932,1.7075,2.0388,26.6998,28.3695,25.1671,1.5655,3.2023,median,-0.2898,-0.5101,-0.7541,-0.1085,-0.1044,-0.1157,0.3311,0.8764,0.6540,0.8729,0.0319,-0.1532
Man,3.4288,10.7747,40.2602,5.0461,3.3871,1.7481,2.0299,26.4552,29.4845,23.8662,1.9725,5.6183,mean,-1.4859,0.6196,0.1096,0.5635,0.3911,0.4946,0.2471,0.8072,0.9907,0.6056,0.2748,0.3420
Man,3.4500,10.7944,40.2509,5.0595,3.3873,1.7527,2.0336,26.3801,28.9055,24.0059,1.7514,4.7051,median,-1.4500,0.6491,0.1073,0.6188,0.3923,0.5651,0.2819,0.7862,0.8129,0.6334,0.1510,0.1859
Mas,5.6571,10.1170,38.8413,4.8464,3.2630,1.7225,1.9927,25.2582,29.2055,19.9202,3.7024,9.2854,mean,1.5140,-0.3169,-0.2357,-0.2278,-0.2591,0.1076,-0.1064,0.4850,0.9042,-0.0956,0.8905,0.7831
Mas,5.8056,10.1211,38.7083,4.8558,3.2668,1.7240,1.9988,25.3137,29.2810,19.9818,3.7028,9.2992,median,1.6737,-0.3113,-0.2680,-0.1921,-0.2399,0.1295,-0.0482,0.4994,0.9275,-0.0858,0.8905,0.7844
Mat,4.8137,10.0132,38.6713,4.8575,3.2365,1.6824,1.9673,24.6639,28.9730,19.0876,3.8517,9.8855,mean,0.5291,-0.4560,-0.2770,-0.1858,-0.3930,-0.4813,-0.3486,0.3350,0.8333,-0.2240,0.9270,0.8380
Mat,4.5983,9.8079,37.5476,4.7904,3.1861,1.6847,1.9528,24.8962,28.8692,19.4603,3.7963,9.6755,median,0.2528,-0.7245,-0.5495,-0.4380,-0.6432,-0.4484,-0.4863,0.3929,0.8020,-0.1673,0.9136,0.8192
May,3.7340,8.5528,32.7884,4.1746,2.8211,1.5439,1.8129,16.6979,18.5297,14.6988,1.3617,3.8309,mean,-0.9864,-2.1768,-1.6942,-2.4340,-2.2728,-2.3457,-1.8377,-1.1302,-1.3933,-0.8020,-0.1192,0.0048
May,3.7250,8.5248,32.8192,4.1757,2.8123,1.5383,1.8091,14.7707,16.5461,12.9912,1.2561,3.6054,median,-1.0005,-2.2056,-1.6869,-2.4308,-2.3083,-2.4161,-1.8740,-1.3564,-1.6336,-0.9862,-0.2084,-0.0486
Mbr,3.7371,10.8441,47.1885,5.0928,3.4085,1.7287,2.0687,21.7905,22.1880,21.3382,0.4417,0.8499,mean,-0.9814,0.7240,1.8126,0.7577,0.5072,0.2000,0.6133,-0.3043,-0.8105,0.1383,-1.4789,-1.3286
Mbr,3.7273,10.8409,45.9097,5.0553,3.4083,1.7295,2.0712,20.3507,20.7551,19.9934,0.4078,0.7617,median,-0.9969,0.7191,1.4963,0.6013,0.5062,0.2121,0.6369,-0.5748,-1.0616,-0.0840,-1.5854,-1.4260
Mir,6.1375,11.1187,43.2199,5.0465,3.4308,1.7956,1.9937,26.3864,30.7476,20.7638,3.6705,9.9838,mean,2.0177,1.1476,0.8338,0.5647,0.6297,1.2379,-0.0965,0.7879,1.4012,0.0412,0.8824,0.8466
Mir,6.3454,11.0832,42.6078,5.0373,3.4291,1.8041,1.9909,26.4239,30.8187,20.7736,3.6978,10.0981,median,2.2250,1.0920,0.6836,0.5268,0.6202,1.3735,-0.1229,0.7984,1.4253,0.0429,0.8893,0.8566
Mis,3.9290,10.3137,43.2087,4.8539,3.2732,1.7303,1.9537,26.3960,27.7640,25.0133,1.0632,2.7507,mean,-0.6860,-0.0466,0.8310,-0.1995,-0.2073,0.2237,-0.4779,0.7906,0.4810,0.8403,-0.3964,-0.2874
Mis,3.9758,10.3060,43.3159,4.8474,3.2794,1.7248,1.9530,25.9632,27.4647,24.4443,1.1107,2.9832,median,-0.6157,-0.0574,0.8574,-0.2240,-0.1754,0.1422,-0.4844,0.6715,0.3980,0.7220,-0.3466,-0.2158
Mng,5.8517,10.9214,45.1515,4.9503,3.3957,1.7717,1.9889,26.5872,28.9385,23.8009,1.8385,5.1376,mean,1.7225,0.8416,1.3091,0.1755,0.4378,0.8602,-0.1429,0.8444,0.8229,0.5926,0.2018,0.2633
Mng,5.7255,10.8537,46.1189,4.9660,3.3822,1.7613,1.9700,26.5840,29.0219,23.7889,1.8566,5.2120,median,1.5880,0.7384,1.5480,0.2381,0.3651,0.6979,-0.3225,0.8435,0.8481,0.5903,0.2120,0.2760
Moc,3.8243,9.4913,35.3231,4.6859,3.1167,1.7139,1.8790,21.8009,23.9912,20.0511,1.5570,3.9401,mean,-0.8455,-1.1212,-1.0865,-0.8170,-0.9773,-0.0211,-1.1960,-0.3023,-0.4497,-0.0748,0.0261,0.0296
Moc,3.8243,9.4913,35.3231,4.6859,3.1167,1.7139,1.8790,21.8009,23.9912,20.0511,1.5570,3.9401,median,-0.8455,-1.1212,-1.0865,-0.8170,-0.9773,-0.0211,-1.1960,-0.3023,-0.4497,-0.0748,0.0261,0.0296
Mol,4.1944,10.6398,40.8002,5.0713,3.4405,1.7881,2.0170,25.3629,25.7006,24.9267,0.5364,0.7739,mean,-0.2977,0.4197,0.2413,0.6681,0.6831,1.1184,0.1241,0.5122,-0.0586,0.8221,-1.2255,-1.4120
Mol,4.1944,10.6398,40.8002,5.0713,3.4405,1.7881,2.0170,25.3629,25.7006,24.9267,0.5364,0.7739,median,-0.2977,0.4197,0.2413,0.6681,0.6831,1.1184,0.1241,0.5122,-0.0586,0.8221,-1.2255,-1.4120
Mom,4.3777,10.7853,40.3228,5.0539,3.4027,1.7879,1.9855,26.3089,27.5738,24.5865,1.0980,2.9872,mean,-0.0423,0.6354,0.1248,0.5957,0.4758,1.1157,-0.1744,0.7664,0.4281,0.7513,-0.3596,-0.2146
Mom,4.4861,10.8712,41.1253,5.0380,3.4032,1.7908,1.9846,26.3493,27.6386,24.5987,1.1105,3.0399,median,0.1044,0.7650,0.3207,0.5299,0.4785,1.1613,-0.1833,0.7776,0.4460,0.7538,-0.3468,-0.1991
Mos,4.1129,10.4006,38.5841,4.9997,3.2980,1.7334,1.9778,22.7188,24.7017,20.6607,1.4824,4.0410,mean,-0.4146,0.0753,-0.2982,0.3736,-0.0796,0.2709,-0.2481,-0.1128,-0.2931,0.0241,-0.0268,0.0519
Mos,4.1129,10.4006,38.5841,4.9997,3.2980,1.7334,1.9778,22.7188,24.7017,20.6607,1.4824,4.0410,median,-0.4146,0.0753,-0.2982,0.3736,-0.0796,0.2709,-0.2481,-0.1128,-0.2931,0.0241,-0.0268,0.0519
Mov,5.2237,10.4444,41.6453,4.8566,3.3243,1.7165,1.9945,26.5991,29.1237,24.8084,1.6566,4.3153,mean,1.0256,0.1374,0.4479,-0.1890,0.0573,0.0175,-0.0891,0.8477,0.8792,0.7973,0.0922,0.1098
Mov,5.2237,10.4444,41.6453,4.8566,3.3243,1.7165,1.9945,26.5991,29.1237,24.8084,1.6566,4.3153,median,1.0256,0.1374,0.4479,-0.1890,0.0573,0.0175,-0.0891,0.8477,0.8792,0.7973,0.0922,0.1098
Mpu,3.3077,9.2889,33.9361,4.4436,3.0004,1.6774,1.8286,21.2247,21.5707,20.9268,0.3812,0.6439,mean,-1.6952,-1.3639,-1.4196,-1.6310,-1.5113,-0.5533,-1.6845,-0.4144,-0.9225,0.0684,-1.6767,-1.5757
Mpu,3.3077,9.2889,33.9361,4.4436,3.0004,1.6774,1.8286,21.2247,21.5707,20.9268,0.3812,0.6439,median,-1.6952,-1.3639,-1.4196,-1.6310,-1.5113,-0.5533,-1.6845,-0.4144,-0.9225,0.0684,-1.6767,-1.5757
Mra,4.1719,10.4011,39.9231,4.9171,3.2910,1.7694,1.9246,26.1575,27.7703,24.2401,1.3040,3.5302,mean,-0.3297,0.0760,0.0274,0.0446,-0.1160,0.8244,-0.7570,0.7245,0.4828,0.6805,-0.1669,-0.0672
Mra,4.1613,10.5774,41.0039,4.9860,3.3570,1.7919,1.9424,26.1575,27.7703,24.2401,1.3040,3.5302,median,-0.3449,0.3287,0.2911,0.3183,0.2300,1.1788,-0.5863,0.7245,0.4828,0.6805,-0.1669,-0.0672
Mrw,4.6251,9.0780,33.8143,4.5406,2.9372,1.6463,1.8226,23.8716,24.2078,23.5116,0.4896,0.6962,mean,0.2878,-1.6079,-1.4488,-1.3159,-1.7882,-0.9928,-1.7427,0.1447,-0.4028,0.5359,-1.3435,-1.5061
Mrw,4.7339,9.0840,33.6993,4.5410,2.9452,1.6477,1.8210,23.8716,24.2078,23.5116,0.4896,0.6962,median,0.4280,-1.6010,-1.4763,-1.3144,-1.7537,-0.9736,-1.7585,0.1447,-0.4028,0.5359,-1.3435,-1.5061
Msp,5.9211,10.9681,41.6877,5.0795,3.4460,1.7731,2.0660,26.5622,26.8427,26.2826,0.3760,0.5601,mean,1.7954,0.9132,0.4582,0.7021,0.7135,0.8818,0.5879,0.8373,0.2307,1.1177,-1.6953,-1.7000
Msp,5.9211,10.9681,41.6877,5.0795,3.4460,1.7731,2.0660,26.5622,26.8427,26.2826,0.3760,0.5601,median,1.7954,0.9132,0.4582,0.7021,0.7135,0.8818,0.5879,0.8373,0.2307,1.1177,-1.6953,-1.7000
Mun,4.3158,9.4553,38.5131,4.6399,3.1302,1.6163,1.9928,26.6992,28.0680,25.7576,1.2700,2.3104,mean,-0.1274,-1.1650,-0.3154,-0.9784,-0.9132,-1.4035,-0.1053,0.8762,0.5670,1.0007,-0.1962,-0.4416
Mun,4.3158,9.4553,38.5131,4.6399,3.1302,1.6163,1.9928,26.6992,28.0680,25.7576,1.2700,2.3104,median,-0.1274,-1.1650,-0.3154,-0.9784,-0.9132,-1.4035,-0.1053,0.8762,0.5670,1.0007,-0.1962,-0.4416
Mur,4.8857,11.0590,41.4286,5.0975,3.5648,1.6412,2.2824,26.0567,27.3488,25.4504,0.9783,1.8984,mean,0.6189,1.0541,0.3949,0.7777,1.3905,-1.0632,2.6012,0.6969,0.3663,0.9337,-0.4922,-0.6153
Mur,4.8857,11.0590,41.4286,5.0975,3.5648,1.6412,2.2824,26.0567,27.3488,25.4504,0.9783,1.8984,median,0.6189,1.0541,0.3949,0.7777,1.3905,-1.0632,2.6012,0.6969,0.3663,0.9337,-0.4922,-0.6153
Mus,4.9230,9.8840,36.2107,4.8079,3.2234,1.6475,1.9961,17.1848,26.9797,6.1231,7.5592,20.8566,mean,0.6650,-0.6261,-0.8726,-0.3729,-0.4588,-0.9759,-0.0744,-1.0662,0.2669,-1.5380,1.5138,1.4907
Mus,4.9359,9.9544,36.5902,4.8285,3.2505,1.6491,2.0068,17.2624,27.1342,6.0447,7.5608,20.8535,median,0.6809,-0.5338,-0.7810,-0.2954,-0.3226,-0.9534,0.0273,-1.0557,0.3082,-1.5428,1.5140,1.4906
NB,5.1797,11.2805,44.9802,5.0217,3.5825,1.6766,2.2294,22.9214,23.2455,22.3728,0.5086,0.8727,mean,0.9740,1.4055,1.2669,0.4633,1.4945,-0.5648,2.1128,-0.0692,-0.6051,0.3215,-1.2940,-1.3051
NB,5.1797,11.2805,44.9802,5.0217,3.5825,1.6766,2.2294,22.9214,23.2455,22.3728,0.5086,0.8727,median,0.9740,1.4055,1.2669,0.4633,1.4945,-0.5648,2.1128,-0.0692,-0.6051,0.3215,-1.2940,-1.3051
NC,3.6183,10.5581,39.3266,4.9570,3.3325,1.7260,2.0148,24.2867,26.2163,22.4685,1.4642,3.7478,mean,-1.1713,0.3006,-0.1178,0.2023,0.1001,0.1594,0.1033,0.2430,0.0692,0.3390,-0.0401,-0.0145
NC,3.5676,10.5971,39.2355,4.9752,3.3418,1.7271,2.0213,24.9735,26.6652,23.5477,1.3071,3.2534,median,-1.2540,0.3574,-0.1399,0.2751,0.1491,0.1760,0.1649,0.4124,0.1842,0.5430,-0.1643,-0.1393
ND,5.0000,10.3775,36.4233,5.1174,3.4231,1.8472,1.9316,27.3173,29.3674,24.8220,1.7305,4.5455,mean,0.7592,0.0427,-0.8213,0.8619,0.5872,2.0813,-0.6893,1.0563,0.9542,0.8001,0.1384,0.1555
ND,5.0000,10.3775,36.4233,5.1174,3.4231,1.8472,1.9316,27.3173,29.3674,24.8220,1.7305,4.5455,median,0.7592,0.0427,-0.8213,0.8619,0.5872,2.0813,-0.6893,1.0563,0.9542,0.8001,0.1384,0.1555
NDa,3.6397,9.6974,36.5457,4.6840,3.0891,1.6373,1.8955,5.3442,16.2888,-5.0275,7.9491,21.3163,mean,-1.1367,-0.8654,-0.7918,-0.8235,-1.1067,-1.1167,-1.0372,-1.9724,-1.6613,-1.9735,1.5550,1.5097
NDa,3.5405,9.6348,36.2398,4.6345,3.0631,1.6346,1.8898,5.0326,15.8247,-5.2440,7.8923,21.2426,median,-1.2986,-0.9440,-0.8656,-0.9971,-1.2274,-1.1542,-1.0918,-1.9823,-1.7091,-1.9781,1.5492,1.5067
NDe,3.6187,9.2952,33.7110,4.5207,3.0221,1.6221,1.8806,2.3160,15.4955,-9.5918,9.4448,25.0872,mean,-1.1706,-1.3564,-1.4735,-1.3815,-1.4141,-1.3247,-1.1809,-2.0498,-1.7415,-2.0494,1.6935,1.6517
NDe,3.4786,9.2878,33.3290,4.5534,3.0297,1.6243,1.8782,-0.4289,15.0302,-10.4225,8.4935,23.3499,median,-1.4018,-1.3651,-1.5650,-1.2731,-1.3798,-1.2951,-1.2038,-2.0898,-1.7852,-2.0591,1.6087,1.5891
NET,6.8636,10.9360,40.6179,5.2063,3.4656,1.8704,1.8925,8.4346,12.6927,4.5927,3.0368,8.1000,mean,2.7160,0.8639,0.1968,1.2463,0.8227,2.4743,-1.0658,-1.8439,-1.9697,-1.6262,0.7037,0.6633
NET,6.8636,10.9360,40.6179,5.2063,3.4656,1.8704,1.8925,8.4346,12.6927,4.5927,3.0368,8.1000,median,2.7160,0.8639,0.1968,1.2463,0.8227,2.4743,-1.0658,-1.8439,-1.9697,-1.6262,0.7037,0.6633
NHa,4.2510,11.1482,43.4124,5.1640,3.5120,1.7646,2.1300,25.9341,26.4068,25.4144,0.5294,0.9923,mean,-0.2178,1.1942,0.8811,1.0616,1.0852,0.7496,1.1886,0.6636,0.1176,0.9259,-1.2424,-1.1908
NHa,4.2759,11.0866,42.3626,5.1372,3.5009,1.7579,2.1255,26.2441,26.7235,25.7088,0.5348,0.9834,median,-0.1829,1.0973,0.6235,0.9463,1.0219,0.6452,1.1466,0.7484,0.1994,0.9899,-1.2292,-1.1988
NWC,3.7134,9.3189,38.1195,4.6920,3.0648,1.5945,1.9258,12.9128,23.7934,2.7720,7.8258,21.0214,mean,-1.0188,-1.3284,-0.4109,-0.7954,-1.2198,-1.6948,-0.7459,-1.5367,-0.4918,-1.7175,1.5423,1.4976
NWC,3.6125,9.3706,41.5464,4.6585,3.0315,1.5843,1.9293,11.8844,24.5337,1.6200,7.6360,20.4212,median,-1.1807,-1.2669,0.4237,-0.9135,-1.3717,-1.8287,-0.7119,-1.6222,-0.3308,-1.7682,1.5221,1.4723
Nad,3.4812,8.5540,31.6236,3.9880,2.7558,1.5085,1.8043,25.4380,25.7409,24.8551,0.5409,0.8858,mean,-1.3975,-2.1755,-1.9719,-2.9320,-2.5319,-2.7822,-1.9215,0.5317,-0.0488,0.8071,-1.2148,-1.2918
Nad,3.4442,8.4901,31.1795,3.9477,2.7359,1.5094,1.7984,25.4764,25.7787,24.8942,0.5400,0.8870,median,-1.4599,-2.2410,-2.0776,-3.0335,-2.6087,-2.7710,-1.9794,0.5418,-0.0395,0.8153,-1.2168,-1.2905
Nah,4.3630,9.9654,38.5253,4.6114,3.1284,1.6715,1.9090,27.3172,35.0520,22.1322,4.1034,12.9198,mean,-0.0624,-0.5194,-0.3125,-1.0768,-0.9216,-0.6381,-0.9072,1.0562,3.0468,0.2779,0.9849,1.0723
Nah,4.2794,9.9448,38.7013,4.6217,3.1357,1.6691,1.9127,27.3172,35.0520,22.1322,4.1034,12.9198,median,-0.1781,-0.5465,-0.2697,-1.0414,-0.8870,-0.6718,-0.8713,1.0562,3.0468,0.2779,0.9849,1.0723
Nam,5.0217,10.9756,42.5547,5.2288,3.5174,1.7802,2.0921,24.5840,27.0298,22.7629,1.5654,4.2669,mean,0.7855,0.9248,0.6706,1.3456,1.1161,0.9939,0.8338,0.3153,0.2803,0.3934,0.0318,0.0998
Nam,5.1081,11.1129,42.4717,5.2690,3.5992,1.7787,2.1404,24.4482,26.9258,22.6709,1.5645,4.2232,median,0.8892,1.1386,0.6502,1.5256,1.5934,0.9697,1.2859,0.2821,0.2526,0.3763,0.0313,0.0908
Nat,4.8590,9.8034,40.1735,4.7055,3.1968,1.6471,1.9868,18.9898,28.1038,8.2893,7.2646,19.8145,mean,0.5857,-0.7303,0.0885,-0.7472,-0.5906,-0.9813,-0.1624,-0.8026,0.5773,-1.3933,1.4811,1.4460
Nat,4.8590,9.8034,40.1735,4.7055,3.1968,1.6471,1.9868,18.9898,28.1038,8.2893,7.2646,19.8145,median,0.5857,-0.7303,0.0885,-0.7472,-0.5906,-0.9813,-0.1624,-0.8026,0.5773,-1.3933,1.4811,1.4460
Nim,4.1163,9.5748,34.3167,4.5497,3.0728,1.6888,1.8914,25.2710,25.5661,24.9708,0.4170,0.5953,mean,-0.4097,-1.0186,-1.3283,-1.2853,-1.1828,-0.3896,-1.0760,0.4883,-0.0912,0.8314,-1.5555,-1.6457
Nim,3.9701,9.5595,34.1636,4.5559,3.0999,1.6819,1.9029,25.2518,25.5590,24.9609,0.4195,0.5959,median,-0.6243,-1.0375,-1.3650,-1.2648,-1.0564,-0.4887,-0.9656,0.4834,-0.0929,0.8293,-1.5474,-1.6448
Niv,3.5351,8.5315,28.6730,4.3386,2.7565,1.6321,1.6766,-1.0121,15.1956,-17.9776,11.9116,33.1733,mean,-1.3076,-2.1986,-2.6708,-1.9566,-2.5290,-1.1887,-3.1795,-2.0955,-1.7699,-2.1085,1.8737,1.8949
Niv,3.5714,8.5274,28.5082,4.3244,2.7721,1.6340,1.6762,-1.0121,15.1956,-17.9776,11.9116,33.1733,median,-1.2478,-2.2029,-2.7096,-1.9995,-2.4679,-1.1624,-3.1833,-2.0955,-1.7699,-2.1085,1.8737,1.8949
Nyu,5.1523,10.9619,41.5488,5.0804,3.4235,1.8271,1.9315,27.6244,30.9768,23.0811,2.8303,7.8957,mean,0.9417,0.9036,0.4243,0.7057,0.5894,1.7493,-0.6904,1.1486,1.4791,0.4533,0.6358,0.6409
Nyu,5.1935,11.2408,42.4376,5.1288,3.4548,1.8350,1.9709,27.5240,30.5807,23.0870,2.9140,7.8218,median,0.9902,1.3416,0.6419,0.9104,0.7624,1.8790,-0.3139,1.1182,1.3452,0.4544,0.6640,0.6326
OC,4.6339,9.0185,33.6091,4.5561,3.0019,1.6291,1.8291,11.0280,15.9785,6.9659,3.4259,9.0126,mean,0.2993,-1.6751,-1.4979,-1.2642,-1.5047,-1.2291,-1.6800,-1.6861,-1.6935,-1.4846,0.8180,0.7569
OC,4.6184,8.9531,33.9615,4.5256,2.9899,1.6209,1.8327,10.8806,15.8314,6.8600,3.3948,8.9438,median,0.2791,-1.7481,-1.4135,-1.3654,-1.5580,-1.3413,-1.6447,-1.6965,-1.7084,-1.4915,0.8095,0.7502
OM,3.7799,9.8846,36.7754,4.7334,3.1887,1.6595,1.9827,17.6712,20.4374,14.9939,1.8721,5.4435,mean,-0.9143,-0.6253,-0.7363,-0.6468,-0.6304,-0.8074,-0.2011,-0.9993,-1.1132,-0.7680,0.2207,0.3142
OM,3.7698,9.8327,36.6732,4.7561,3.1822,1.6563,1.9869,16.7265,19.8376,14.0040,1.9200,5.4486,median,-0.9301,-0.6926,-0.7610,-0.5643,-0.6620,-0.8520,-0.1619,-1.1265,-1.2067,-0.8795,0.2469,0.3150
Odi,4.1029,10.6634,40.7621,4.9341,3.4283,1.7529,2.0852,26.1459,26.4474,25.6007,0.5241,0.8468,mean,-0.4290,0.4544,0.2320,0.1113,0.6155,0.5682,0.7686,0.7213,0.1280,0.9663,-1.2553,-1.3319
Odi,4.1029,10.6634,40.7621,4.9341,3.4283,1.7529,2.0852,26.1459,26.4474,25.6007,0.5241,0.8468,median,-0.4290,0.4544,0.2320,0.1113,0.6155,0.5682,0.7686,0.7213,0.1280,0.9663,-1.2553,-1.3319
Oto,4.5519,11.4093,45.9575,5.1848,3.5313,1.8178,2.1041,27.4305,30.3422,25.6717,1.7429,4.6706,mean,0.1919,1.6149,1.5081,1.1521,1.1962,1.5964,0.9466,1.0901,1.2660,0.9818,0.1459,0.1794
Oto,4.5519,11.4093,45.9575,5.1848,3.5313,1.8178,2.1041,27.4305,30.3422,25.6717,1.7429,4.6706,median,0.1919,1.6149,1.5081,1.1521,1.1962,1.5964,0.9466,1.0901,1.2660,0.9818,0.1459,0.1794
PN,4.8947,10.8158,42.4962,5.0336,3.4126,1.8013,1.9760,22.1147,27.3507,16.0353,4.1149,11.3155,mean,0.6301,0.6813,0.6562,0.5120,0.5295,1.3295,-0.2653,-0.2390,0.3668,-0.6427,0.9875,0.9563
PN,4.8746,10.7994,42.5425,4.9984,3.4019,1.8026,1.9780,22.9265,28.2441,15.6257,4.0879,11.2285,median,0.6051,0.6566,0.6676,0.3683,0.4711,1.3502,-0.2462,-0.0681,0.6176,-0.6930,0.9815,0.9496
PT,4.2828,10.6168,41.8634,5.0266,3.4085,1.7031,2.1101,25.6623,27.5607,24.5345,1.3198,3.0262,mean,-0.1733,0.3861,0.5012,0.4832,0.5071,-0.1810,1.0020,0.5908,0.4244,0.7405,-0.1536,-0.2031
PT,4.1334,10.5985,41.3569,5.0459,3.4283,1.7004,2.1172,25.5416,27.5763,24.3874,1.3752,2.8712,median,-0.3850,0.3594,0.3773,0.5627,0.6155,-0.2208,1.0685,0.5589,0.4288,0.7104,-0.1084,-0.2496
PY,5.0108,10.6778,39.8744,5.1329,3.3926,1.7536,2.0227,25.4277,25.8431,24.7361,0.6043,1.1070,mean,0.7723,0.4756,0.0156,0.9278,0.4210,0.5782,0.1784,0.5290,-0.0237,0.7822,-1.0741,-1.0936
PY,5.0758,10.5725,40.0978,5.0854,3.3732,1.7246,2.0345,25.4619,25.8612,24.7855,0.5837,1.0757,median,0.8506,0.3216,0.0700,0.7270,0.3165,0.1385,0.2904,0.5380,-0.0193,0.7925,-1.1179,-1.1191
Pae,3.3868,9.8404,37.6992,4.7402,3.2147,1.6300,2.0286,14.1720,14.5950,13.2794,0.6975,1.3156,mean,-1.5578,-0.6826,-0.5128,-0.6220,-0.5021,-1.2180,0.2345,-1.4183,-1.8239,-0.9565,-0.8959,-0.9403
Pae,3.3868,9.8404,37.6992,4.7402,3.2147,1.6300,2.0286,14.1720,14.5950,13.2794,0.6975,1.3156,median,-1.5578,-0.6826,-0.5128,-0.6220,-0.5021,-1.2180,0.2345,-1.4183,-1.8239,-0.9565,-0.8959,-0.9403
Pap,6.4453,11.0221,43.8086,5.2249,3.5575,1.7770,2.1408,25.9688,26.2295,25.4394,0.5046,0.7901,mean,2.3224,0.9966,0.9784,1.3284,1.3482,0.9430,1.2892,0.6730,0.0725,0.9313,-1.3044,-1.3935
Pap,6.4453,11.0221,43.8086,5.2249,3.5575,1.7770,2.1408,25.9688,26.2295,25.4394,0.5046,0.7901,median,2.3224,0.9966,0.9784,1.3284,1.3482,0.9430,1.2892,0.6730,0.0725,0.9313,-1.3044,-1.3935
Pau,4.2275,10.7578,40.8090,5.0699,3.4138,1.7823,2.0021,24.4251,24.7630,23.9548,0.5132,0.8082,mean,-0.2508,0.5943,0.2435,0.6620,0.5363,1.0264,-0.0172,0.2765,-0.2792,0.6232,-1.2824,-1.3733
Pau,4.2752,10.6824,41.1161,5.0603,3.3785,1.7797,1.9909,24.6423,24.9799,24.1726,0.5148,0.7938,median,-0.1838,0.4825,0.3185,0.6221,0.3449,0.9863,-0.1233,0.3296,-0.2295,0.6668,-1.2784,-1.3893
