Genus,Family,Index0,Index1,Index2,Index3,Index4,T,T_max,T_min,T_sd,T_diff,Method,Index0_trans,Index1_trans,Index2_trans,Index3_trans,Index4_trans,T_trans,T_max_trans,T_min_trans,T_sd_trans,T_diff_trans
TNG.NUCLEAR_TIRIO,TNG,10.9668,46.3479,3.4222,1.7372,2.0669,26.1417,27.7735,24.5077,1.2184,3.2244,median,0.8516,1.5397,0.5925,0.3037,0.6032,0.7656,0.5359,0.7631,-0.2301,-0.1588
TNG.OK,TNG,9.8464,37.1841,3.1613,1.7243,1.9234,21.6234,22.2281,20.8125,0.6557,1.4156,mean,-0.6408,-0.5602,-0.6857,0.1011,-0.6847,-0.3492,-0.7754,0.0285,-0.9650,-0.8890
TNG.OK,TNG,9.8295,37.0883,3.1585,1.7272,1.9073,22.9096,23.5507,22.0420,0.6174,1.2682,median,-0.6621,-0.5826,-0.6989,0.1469,-0.8283,-0.0734,-0.5093,0.2537,-1.0405,-0.9856
TNG.OKSAPMIN,TNG,9.7602,37.3119,3.1770,1.7067,1.9314,19.1037,19.4489,18.5552,0.4353,0.8937,mean,-0.7488,-0.5302,-0.6115,-0.1669,-0.6130,-0.8052,-1.2478,-0.3397,-1.4925,-1.2916
TNG.OKSAPMIN,TNG,9.7602,37.3119,3.1770,1.7067,1.9314,19.1037,19.4489,18.5552,0.4353,0.8937,median,-0.7488,-0.5302,-0.6115,-0.1669,-0.6130,-0.8052,-1.2478,-0.3397,-1.4925,-1.2916
TNG.OMOSAN,TNG,10.2678,37.8897,3.2814,1.7799,1.9575,21.7030,22.0151,21.4329,0.4343,0.5823,mean,-0.0984,-0.3950,-0.1092,0.9988,-0.3791,-0.3330,-0.8157,0.1398,-1.4956,-1.6633
TNG.OMOSAN,TNG,10.2678,37.8897,3.2814,1.7799,1.9575,21.7030,22.0151,21.4329,0.4343,0.5823,median,-0.0984,-0.3950,-0.1092,0.9988,-0.3791,-0.3330,-0.8157,0.1398,-1.4956,-1.6633
TNG.PANIAI_LAKES,TNG,11.5689,47.6309,3.5983,1.7731,2.1933,17.0415,17.3887,16.5436,0.4366,0.8451,mean,1.7207,1.8265,1.5091,0.8843,1.7466,-1.1048,-1.5281,-0.6226,-1.4886,-1.3404
TNG.PANIAI_LAKES,TNG,11.6965,47.2807,3.6173,1.7827,2.1858,17.0299,17.3750,16.7172,0.4059,0.7523,median,1.9110,1.7483,1.6107,1.0449,1.6782,-1.1064,-1.5298,-0.5998,-1.5859,-1.4415
TNG.RAI_COAST,TNG,10.7956,40.4701,3.4334,1.7754,2.0570,24.7934,25.0473,24.4708,0.4216,0.5766,mean,0.6130,0.2039,0.6496,0.9229,0.5141,0.3887,-0.1740,0.7549,-1.5352,-1.6718
TNG.RAI_COAST,TNG,10.7751,40.2148,3.4163,1.7803,2.0244,25.3050,25.5479,25.0251,0.4301,0.5725,median,0.5848,0.1450,0.5625,1.0047,0.2202,0.5270,-0.0535,0.8804,-1.5084,-1.6780
TNG.SAWI,TNG,9.8758,39.8076,3.0864,1.6254,1.9164,25.6953,26.3590,24.5107,0.7796,1.8482,mean,-0.6037,0.0509,-1.0349,-1.3280,-0.7471,0.6363,0.1511,0.7638,-0.7524,-0.6538
TNG.SAWI,TNG,9.8758,39.8076,3.0864,1.6254,1.9164,25.6953,26.3590,24.5107,0.7796,1.8482,median,-0.6037,0.0509,-1.0349,-1.3280,-0.7471,0.6363,0.1511,0.7638,-0.7524,-0.6538
TNG.SIANE-YAGARIA,TNG,11.3555,47.1254,3.5256,1.7666,2.1118,16.1431,16.5365,15.5016,0.5278,1.0349,mean,1.4073,1.7136,1.1257,0.7770,1.0085,-1.2169,-1.6280,-0.7539,-1.2401,-1.1636
TNG.SIANE-YAGARIA,TNG,11.5802,47.6832,3.5565,1.7540,2.1225,16.8837,17.2924,16.2206,0.5336,1.0607,median,1.7375,1.8381,1.2877,0.5720,1.1050,-1.1253,-1.5399,-0.6644,-1.2260,-1.1421
TNG.SOGERAM,TNG,10.4778,41.7650,3.3799,1.7638,2.0193,25.4894,25.8104,25.1797,0.4733,0.6308,mean,0.1804,0.5015,0.3789,0.7313,0.1747,0.5782,0.0115,0.9162,-1.3819,-1.5941
TNG.SOGERAM,TNG,10.5899,41.9461,3.4066,1.7669,2.0177,26.0485,26.3444,25.7463,0.4740,0.6303,median,0.3315,0.5429,0.5131,0.7814,0.1604,0.7382,0.1473,1.0503,-1.3799,-1.5948
TNG.SOMAHAI,TNG,10.7470,40.9619,3.4394,1.7667,2.0633,25.4359,25.9723,24.5918,0.6311,1.3805,mean,0.5461,0.3172,0.6801,0.7790,0.5707,0.5633,0.0521,0.7819,-1.0129,-0.9111
TNG.SOMAHAI,TNG,10.7470,40.9619,3.4394,1.7667,2.0633,25.4359,25.9723,24.5918,0.6311,1.3805,median,0.5461,0.3172,0.6801,0.7790,0.5707,0.5633,0.0521,0.7819,-1.0129,-0.9111
TNG.SUKI,TNG,10.5742,43.3643,3.3721,1.7086,2.0570,26.1511,28.2325,24.3410,1.3956,3.8915,mean,0.3103,0.8663,0.3396,-0.1397,0.5140,0.7683,0.6687,0.7261,-0.0785,0.0098
TNG.SUKI,TNG,10.5742,43.3643,3.3721,1.7086,2.0570,26.1511,28.2325,24.3410,1.3956,3.8915,median,0.3103,0.8663,0.3396,-0.1397,0.5140,0.7683,0.6687,0.7261,-0.0785,0.0098
TNG.TAIRORA,TNG,11.4122,47.2122,3.6029,1.7895,2.1575,16.7893,17.4251,15.8108,0.7056,1.6143,mean,1.4901,1.7330,1.5335,1.1601,1.4213,-1.1374,-1.5237,-0.7160,-0.8742,-0.7733
TNG.TAIRORA,TNG,11.3969,49.2777,3.5900,1.7747,2.1585,16.5936,17.2190,15.6146,0.7023,1.6044,median,1.4677,2.1922,1.4650,0.9112,1.4307,-1.1621,-1.5488,-0.7401,-0.8800,-0.7787
TNG.TAUADE,TNG,10.9888,43.9689,3.5037,1.7195,2.1543,14.5209,15.2659,13.6365,0.7202,1.6294,mean,0.8826,1.0035,1.0111,0.0277,1.3927,-1.3939,-1.7606,-0.9649,-0.8491,-0.7651
TNG.TAUADE,TNG,10.9888,43.9689,3.5037,1.7195,2.1543,14.5209,15.2659,13.6365,0.7202,1.6294,median,0.8826,1.0035,1.0111,0.0277,1.3927,-1.3939,-1.7606,-0.9649,-0.8491,-0.7651
TNG.TURAMA-KIKORIAN,TNG,11.2259,43.9795,3.5752,1.7632,2.1732,25.2210,26.3200,23.8605,1.0406,2.4595,mean,1.2199,1.0059,1.3862,0.7216,1.5636,0.5038,0.1410,0.6216,-0.4104,-0.4003
TNG.TURAMA-KIKORIAN,TNG,11.0339,43.4406,3.5121,1.7648,2.1411,25.5696,26.6463,24.2491,1.0426,2.4364,median,0.9462,0.8837,1.0550,0.7478,1.2732,0.6007,0.2263,0.7059,-0.4081,-0.4087
TNG.WIRU,TNG,10.9943,43.3177,3.5357,1.7744,2.1457,18.8797,19.4240,17.9775,0.7196,1.4465,mean,0.8903,0.8557,1.1783,0.9062,1.3148,-0.8408,-1.2516,-0.4251,-0.8501,-0.8700
TNG.WIRU,TNG,10.9943,43.3177,3.5357,1.7744,2.1457,18.8797,19.4240,17.9775,0.7196,1.4465,median,0.8903,0.8557,1.1783,0.9062,1.3148,-0.8408,-1.2516,-0.4251,-0.8501,-0.8700
TNG.YAMBEN,TNG,10.6362,41.9746,3.2855,1.7560,1.9700,24.9794,25.2353,24.7385,0.3886,0.4968,mean,0.3944,0.5494,-0.0892,0.6043,-0.2676,0.4383,-0.1293,0.8150,-1.6448,-1.8002
TNG.YAMBEN,TNG,10.6362,41.9746,3.2855,1.7560,1.9700,24.9794,25.2353,24.7385,0.3886,0.4968,median,0.3944,0.5494,-0.0892,0.6043,-0.2676,0.4383,-0.1293,0.8150,-1.6448,-1.8002
TNG.YAREBAN,TNG,12.3411,52.6925,3.8264,1.8248,2.2891,22.9285,24.0034,21.7686,0.9339,2.2348,mean,2.9040,2.9427,2.7610,1.7736,2.6177,-0.0692,-0.4118,0.2020,-0.5366,-0.4855
TNG.YAREBAN,TNG,12.3024,52.5461,3.8235,1.8187,2.2934,22.9212,24.0131,21.7532,0.9474,2.2354,median,2.8429,2.9108,2.7447,1.6648,2.6570,-0.0708,-0.4097,0.1992,-0.5197,-0.4852
Tak.TAKELMA,Tak,9.8571,35.4599,3.0836,1.6438,1.9083,10.9296,20.3652,3.7556,6.0384,16.6096,mean,-0.6273,-0.9666,-1.0478,-1.0773,-0.8194,-1.6847,-1.1045,-1.6773,1.3642,1.3327
Tak.TAKELMA,Tak,9.8571,35.4599,3.0836,1.6438,1.9083,10.9296,20.3652,3.7556,6.0384,16.6096,median,-0.6273,-0.9666,-1.0478,-1.0773,-0.8194,-1.6847,-1.1045,-1.6773,1.3642,1.3327
Tal.TAULIL,Tal,9.2404,31.7538,3.1190,1.7245,1.8907,26.0464,26.4479,25.4822,0.5413,0.9657,mean,-1.3804,-1.8546,-0.8839,0.1049,-0.9764,0.7376,0.1742,0.9872,-1.2076,-1.2241
Tal.TAULIL,Tal,9.2404,31.7538,3.1190,1.7245,1.8907,26.0464,26.4479,25.4822,0.5413,0.9657,median,-1.3804,-1.8546,-0.8839,0.1049,-0.9764,0.7376,0.1742,0.9872,-1.2076,-1.2241
Tan.TANGKIC,Tan,10.5546,42.6241,3.3092,1.7689,1.9207,26.1870,29.5603,21.0264,3.1125,8.5339,mean,0.2837,0.6978,0.0270,0.8152,-0.7089,0.7789,1.0751,0.0663,0.7531,0.7207
Tan.TANGKIC,Tan,10.6539,45.2140,3.3972,1.7760,1.9704,26.2707,29.7672,21.0881,3.1643,8.6791,median,0.4185,1.2849,0.4659,0.9329,-0.2640,0.8038,1.1415,0.0774,0.7691,0.7361
Tar.TARASCAN,Tar,10.4808,41.1553,3.4175,1.7121,2.0833,16.3493,19.1211,13.9833,1.6891,5.1378,mean,0.1843,0.3616,0.5689,-0.0865,0.7512,-1.1921,-1.2963,-0.9278,0.1291,0.2600
Tar.TARASCAN,Tar,10.4970,41.6502,3.4216,1.7142,2.0923,16.3493,19.1211,13.9833,1.6891,5.1378,median,0.2060,0.4752,0.5894,-0.0544,0.8322,-1.1921,-1.2963,-0.9278,0.1291,0.2600
Tat.TATE,Tat,12.3715,52.2603,3.8785,1.8466,2.2895,26.3035,27.2090,25.0632,0.9319,2.1458,mean,2.9522,2.8483,3.0572,2.1661,2.6214,0.8135,0.3780,0.8892,-0.5392,-0.5216
Tat.TATE,Tat,12.3715,52.2603,3.8785,1.8466,2.2895,26.3035,27.2090,25.0632,0.9319,2.1458,median,2.9522,2.8483,3.0572,2.1661,2.6214,0.8135,0.3780,0.8892,-0.5392,-0.5216
Tau.TAUSHIRO,Tau,10.7827,43.5502,3.4783,1.7051,2.1466,24.5843,25.0457,23.6154,0.6384,1.4303,mean,0.5953,0.9086,0.8798,-0.1918,1.3230,0.3338,-0.1744,0.5695,-0.9985,-0.8799
Tau.TAUSHIRO,Tau,10.7827,43.5502,3.4783,1.7051,2.1466,24.5843,25.0457,23.6154,0.6384,1.4303,median,0.5953,0.9086,0.8798,-0.1918,1.3230,0.3338,-0.1744,0.5695,-0.9985,-0.8799
Tay.TAYAP,Tay,10.9796,42.7427,3.4206,1.8259,1.9716,26.5754,26.8372,26.2515,0.3982,0.5857,mean,0.8697,0.7249,0.5843,1.7924,-0.2532,0.8955,0.2771,1.1739,-1.6120,-1.6582
Tay.TAYAP,Tay,10.9796,42.7427,3.4206,1.8259,1.9716,26.5754,26.8372,26.2515,0.3982,0.5857,median,0.8697,0.7249,0.5843,1.7924,-0.2532,0.8955,0.2771,1.1739,-1.6120,-1.6582
Teb.PAWAIAN,Teb,11.0630,43.1434,3.4901,1.7275,2.1462,25.5319,26.3840,24.4095,0.9556,1.9744,mean,0.9873,0.8161,0.9408,0.1516,1.3189,0.5901,0.1576,0.7413,-0.5096,-0.5953
Teb.PAWAIAN,Teb,11.0630,43.1434,3.4901,1.7275,2.1462,25.5319,26.3840,24.4095,0.9556,1.9744,median,0.9873,0.8161,0.9408,0.1516,1.3189,0.5901,0.1576,0.7413,-0.5096,-0.5953
Teb.TEBERAN,Teb,11.0351,41.9155,3.4827,1.6978,2.1424,22.5661,23.3910,21.4219,0.9282,1.9691,mean,0.9479,0.5359,0.9027,-0.3022,1.2848,-0.1501,-0.5429,0.1378,-0.5438,-0.5977
Teb.TEBERAN,Teb,11.0967,42.2376,3.4886,1.7001,2.1449,22.7142,23.5491,21.5631,0.9640,2.0659,median,1.0352,0.6096,0.9328,-0.2678,1.3080,-0.1173,-0.5097,0.1638,-0.4993,-0.5552
Tic.TICUNA,Tic,10.5190,44.5154,3.4440,1.7464,2.1073,25.4290,25.8709,24.8306,0.6249,1.0403,mean,0.2357,1.1272,0.7036,0.4498,0.9676,0.5613,0.0266,0.8359,-1.0252,-1.1591
Tic.TICUNA,Tic,10.5190,44.5154,3.4440,1.7464,2.1073,25.4290,25.8709,24.8306,0.6249,1.0403,median,0.2357,1.1272,0.7036,0.4498,0.9676,0.5613,0.0266,0.8359,-1.0252,-1.1591
Tim.TIMUCUA,Tim,11.1595,43.0748,3.5804,1.7245,2.1934,20.1028,27.0178,11.5484,5.7024,15.4695,mean,1.1247,0.8005,1.4140,0.1049,1.7471,-0.6370,0.3258,-1.1679,1.3139,1.2669
Tim.TIMUCUA,Tim,11.1595,43.0748,3.5804,1.7245,2.1934,20.1028,27.0178,11.5484,5.7024,15.4695,median,1.1247,0.8005,1.4140,0.1049,1.7471,-0.6370,0.3258,-1.1679,1.3139,1.2669
Tiw.TIWIAN,Tiw,10.7570,40.8995,3.5116,1.8194,2.0537,27.2364,29.1548,24.9442,1.4251,4.2106,mean,0.5598,0.3028,1.0524,1.6772,0.4843,1.1021,0.9474,0.8618,-0.0554,0.0806
Tiw.TIWIAN,Tiw,10.7570,40.8995,3.5116,1.8194,2.0537,27.2364,29.1548,24.9442,1.4251,4.2106,median,0.5598,0.3028,1.0524,1.6772,0.4843,1.1021,0.9474,0.8618,-0.0554,0.0806
Tnm.TANAHMERAH,Tnm,11.4442,47.5342,3.5785,1.7681,2.1808,25.9377,26.4756,24.8557,0.6827,1.6200,mean,1.5369,1.8049,1.4040,0.8020,1.6328,0.7059,0.1814,0.8416,-0.9149,-0.7702
Tnm.TANAHMERAH,Tnm,11.4442,47.5342,3.5785,1.7681,2.1808,25.9377,26.4756,24.8557,0.6827,1.6200,median,1.5369,1.8049,1.4040,0.8020,1.6328,0.7059,0.1814,0.8416,-0.9149,-0.7702
Tol.TOL,Tol,8.9126,33.1861,2.9740,1.6544,1.8265,22.7140,24.7331,20.4733,1.5856,4.2598,mean,-1.7608,-1.5090,-1.5441,-0.9297,-1.5477,-0.1174,-0.2475,-0.0305,0.0611,0.0911
Tol.TOL,Tol,8.9126,33.1861,2.9740,1.6544,1.8265,22.7140,24.7331,20.4733,1.5856,4.2598,median,-1.7608,-1.5090,-1.5441,-0.9297,-1.5477,-0.1174,-0.2475,-0.0305,0.0611,0.0911
Ton.TONKAWA,Ton,10.1875,43.1881,3.1854,1.7051,1.9468,20.0660,28.9712,9.9686,6.8815,19.0025,mean,-0.2036,0.8263,-0.5716,-0.1918,-0.4753,-0.6435,0.8906,-1.3004,1.4773,1.4574
Ton.TONKAWA,Ton,10.1875,43.1881,3.1854,1.7051,1.9468,20.0660,28.9712,9.9686,6.8815,19.0025,median,-0.2036,0.8263,-0.5716,-0.1918,-0.4753,-0.6435,0.8906,-1.3004,1.4773,1.4574
Tor.CENTRAL_WAPEI,Tor,10.4900,37.0735,3.4263,1.7941,2.0043,23.1890,23.4799,22.7458,0.4326,0.7341,mean,0.1966,-0.5861,0.6133,1.2388,0.0402,-0.0094,-0.5243,0.3910,-1.5008,-1.4627
Tor.CENTRAL_WAPEI,Tor,10.6989,36.7527,3.5072,1.8061,2.0189,22.6275,22.9187,22.1916,0.4257,0.7271,median,0.4800,-0.6615,1.0295,1.4444,0.1712,-0.1366,-0.6399,0.2824,-1.5222,-1.4710
Tor.EAST_PALEI,Tor,10.7663,40.4858,3.4475,1.8261,2.0249,23.4872,23.7830,23.0768,0.4143,0.7062,mean,0.5727,0.2076,0.7216,1.7955,0.2255,0.0606,-0.4597,0.4578,-1.5586,-1.4963
Tor.EAST_PALEI,Tor,10.7179,40.3492,3.4166,1.8276,1.9934,23.2155,23.5116,22.8109,0.4098,0.7008,median,0.5061,0.1761,0.5640,1.8218,-0.0577,-0.0033,-0.5176,0.4040,-1.5730,-1.5030
Tor.EAST_WAPEI,Tor,10.5141,38.7904,3.4158,1.8040,1.9631,23.3489,23.6415,22.9051,0.4349,0.7364,mean,0.2291,-0.1850,0.5600,1.4076,-0.3292,0.0279,-0.4900,0.4230,-1.4939,-1.4600
Tor.EAST_WAPEI,Tor,10.5050,39.0725,3.4235,1.8069,1.9593,23.9642,24.2571,23.5177,0.4380,0.7395,median,0.2168,-0.1194,0.5991,1.4583,-0.3634,0.1763,-0.3557,0.5489,-1.4844,-1.4564
Tor.GALU-ALU,Tor,10.3901,39.6920,3.3959,1.7594,2.0129,21.8785,22.1734,21.4566,0.4173,0.7168,mean,0.0632,0.0242,0.4594,0.6588,0.1172,-0.2969,-0.7858,0.1442,-1.5488,-1.4834
Tor.GALU-ALU,Tor,10.4349,39.5922,3.4162,1.7578,2.0231,21.4209,21.7151,20.9965,0.4184,0.7186,median,0.1229,0.0011,0.5620,0.6335,0.2090,-0.3898,-0.8712,0.0610,-1.5454,-1.4812
Tor.KOMBIO-ARAPESH,Tor,10.1649,37.5632,3.2786,1.7503,1.9496,24.0375,24.3564,23.6073,0.4347,0.7491,mean,-0.2330,-0.4713,-0.1229,0.5127,-0.4505,0.1945,-0.3335,0.5678,-1.4944,-1.4451
Tor.KOMBIO-ARAPESH,Tor,10.2369,37.7476,3.2861,1.7532,1.9608,23.9660,24.2539,23.5570,0.4098,0.6969,median,-0.1391,-0.4282,-0.0862,0.5591,-0.3500,0.1768,-0.3564,0.5572,-1.5730,-1.5078
Tor.MAIMAI,Tor,10.6714,41.4619,3.3973,1.7366,2.0190,24.9018,25.1865,24.4434,0.4603,0.7431,mean,0.4424,0.4320,0.4664,0.2938,0.1721,0.4175,-0.1410,0.7488,-1.4185,-1.4521
Tor.MAIMAI,Tor,10.5266,39.4676,3.3697,1.7470,1.9925,24.8056,25.0890,24.3412,0.4623,0.7478,median,0.2459,-0.0278,0.3276,0.4594,-0.0658,0.3919,-0.1642,0.7262,-1.4129,-1.4467
Tor.MARIENBERG,Tor,10.4646,39.1254,3.3331,1.7811,1.9705,25.8393,26.1082,25.4672,0.3907,0.6410,mean,0.1627,-0.1071,0.1452,1.0183,-0.2631,0.6775,0.0866,0.9837,-1.6377,-1.5802
Tor.MARIENBERG,Tor,10.4196,38.4527,3.3385,1.7848,1.9762,25.9173,26.1895,25.5273,0.3962,0.6594,median,0.1025,-0.2636,0.1720,1.0803,-0.2120,0.7000,0.1074,0.9980,-1.6187,-1.5557
Tor.MINIDIEN,Tor,10.5746,39.7908,3.4096,1.7613,2.0145,24.4012,24.6956,23.9603,0.4348,0.7352,mean,0.3107,0.0471,0.5285,0.6905,0.1317,0.2865,-0.2562,0.6430,-1.4941,-1.4613
Tor.MINIDIEN,Tor,10.5746,39.7908,3.4096,1.7613,2.0145,24.4012,24.6956,23.9603,0.4348,0.7352,median,0.3107,0.0471,0.5285,0.6905,0.1317,0.2865,-0.2562,0.6430,-1.4941,-1.4613
Tor.NABI-METAN,Tor,9.6961,33.9120,3.0956,1.6649,1.8980,24.4012,24.6956,23.9603,0.4348,0.7352,mean,-0.8286,-1.3351,-0.9924,-0.7808,-0.9117,0.2865,-0.2562,0.6430,-1.4941,-1.4613
Tor.NABI-METAN,Tor,9.7216,33.2956,3.0605,1.6615,1.8818,24.4012,24.6956,23.9603,0.4348,0.7352,median,-0.7970,-1.4827,-1.1538,-0.8296,-1.0557,0.2865,-0.2562,0.6430,-1.4941,-1.4613
Tor.URAT,Tor,9.9266,35.5433,3.2068,1.7535,1.9068,23.9660,24.2539,23.5570,0.4155,0.6969,mean,-0.5394,-0.9469,-0.4697,0.5644,-0.8331,0.1768,-0.3564,0.5572,-1.5546,-1.5078
Tor.URAT,Tor,9.9836,35.1589,3.2052,1.7601,1.9065,23.9660,24.2539,23.5570,0.4155,0.6969,median,-0.4668,-1.0380,-0.4773,0.6709,-0.8355,0.1768,-0.3564,0.5572,-1.5546,-1.5078
Tor.URIM,Tor,9.6847,33.3516,3.1516,1.7746,1.8195,24.4042,24.6955,23.9857,0.4211,0.7098,mean,-0.8428,-1.4693,-0.7315,0.9090,-1.6099,0.2872,-0.2562,0.6485,-1.5367,-1.4919
Tor.URIM,Tor,9.6717,33.1873,3.1597,1.7752,1.8211,24.4042,24.6955,23.9857,0.4211,0.7098,median,-0.8589,-1.5087,-0.6932,0.9195,-1.5957,0.2872,-0.2562,0.6485,-1.5367,-1.4919
Tor.WANAP,Tor,9.5073,33.4849,3.0967,1.6983,1.8618,24.3024,24.5971,23.8747,0.4276,0.7224,mean,-1.0605,-1.4373,-0.9873,-0.2936,-1.2341,0.2612,-0.2788,0.6246,-1.5162,-1.4766
Tor.WANAP,Tor,9.5625,33.7669,3.0974,1.7010,1.8651,24.3024,24.5971,23.8747,0.4276,0.7224,median,-0.9932,-1.3698,-0.9841,-0.2535,-1.2045,0.2612,-0.2788,0.6246,-1.5162,-1.4766
Tor.WEST_PALEI,Tor,10.8776,41.0250,3.4770,1.8136,2.0076,24.4126,24.7062,24.0240,0.4020,0.6822,mean,0.7269,0.3317,0.8729,1.5746,0.0697,0.2894,-0.2538,0.6568,-1.5992,-1.5262
Tor.WEST_PALEI,Tor,10.8807,40.7497,3.4522,1.8154,1.9864,23.4799,23.7772,23.0669,0.4118,0.7055,median,0.7312,0.2683,0.7453,1.6067,-0.1205,0.0589,-0.4610,0.4558,-1.5667,-1.4971
Tor.WEST_WAPEI,Tor,10.9768,42.2486,3.5131,1.8151,2.0474,24.1046,24.3923,23.6772,0.4174,0.7151,mean,0.8657,0.6121,1.0601,1.6022,0.4278,0.2113,-0.3254,0.5825,-1.5485,-1.4854
Tor.WEST_WAPEI,Tor,11.0503,42.9085,3.5295,1.8212,2.0514,24.0531,24.3428,23.6057,0.4354,0.7371,median,0.9693,0.7626,1.1461,1.7090,0.4640,0.1984,-0.3365,0.5674,-1.4923,-1.4592
Tor.YANGUM-AMBRAK,Tor,10.6329,38.4925,3.4513,1.8192,1.9824,25.2756,25.5635,24.8127,0.4591,0.7508,mean,0.3899,-0.2543,0.7411,1.6732,-0.1566,0.5188,-0.0497,0.8318,-1.4221,-1.4431
Tor.YANGUM-AMBRAK,Tor,10.6305,38.4986,3.4695,1.8164,1.9897,25.4813,25.7593,25.0250,0.4594,0.7343,median,0.3866,-0.2529,0.8342,1.6243,-0.0914,0.5759,-0.0013,0.8804,-1.4211,-1.4625
Tor.YAU-YIS,Tor,10.4391,37.6219,3.3980,1.7742,1.9801,24.5353,24.8247,24.0720,0.4516,0.7528,mean,0.1285,-0.4576,0.4697,0.9035,-0.1767,0.3210,-0.2263,0.6672,-1.4438,-1.4409
Tor.YAU-YIS,Tor,10.4095,37.7584,3.3923,1.7772,1.9760,24.9168,25.2059,24.4480,0.4568,0.7579,median,0.0891,-0.4256,0.4411,0.9520,-0.2138,0.4215,-0.1363,0.7498,-1.4287,-1.4350
Tot.TOTONACAN,Tot,8.7879,32.3056,2.9459,1.6078,1.8512,22.0353,25.3044,17.8104,2.6760,7.4940,mean,-1.9017,-1.7211,-1.6687,-1.5611,-1.3281,-0.2642,-0.1127,-0.4492,0.6044,0.6023
Tot.TOTONACAN,Tot,8.7805,32.3764,2.9535,1.6084,1.8540,21.9183,25.3617,17.6494,2.6928,7.3966,median,-1.9102,-1.7040,-1.6349,-1.5529,-1.3028,-0.2887,-0.0989,-0.4721,0.6107,0.5904
Tru.TRUMAI,Tru,9.4884,38.3941,3.0702,1.5850,1.9592,26.1035,29.8396,24.6755,2.0043,5.1641,mean,-1.0835,-0.2772,-1.1094,-1.8548,-0.3643,0.7543,1.1649,0.8008,0.3100,0.2646
Tru.TRUMAI,Tru,9.4884,38.3941,3.0702,1.5850,1.9592,26.1035,29.8396,24.6755,2.0043,5.1641,median,-1.0835,-0.2772,-1.1094,-1.8548,-0.3643,0.7543,1.1649,0.8008,0.3100,0.2646
Tsi.TSIMSHIANIC,Tsi,8.6339,30.5274,2.8187,1.6049,1.7516,5.0557,13.8895,-2.5997,6.3776,16.4891,mean,-2.0732,-2.1531,-2.2183,-1.5997,-2.2113,-1.9383,-1.8835,-1.8873,1.4118,1.3259
Tsi.TSIMSHIANIC,Tsi,8.8861,30.3819,2.8662,1.6075,1.7688,4.3756,13.4394,-3.5596,6.6227,16.9990,median,-1.7909,-2.1886,-2.0157,-1.5653,-2.0592,-1.9549,-1.9192,-1.9081,1.4444,1.3541
Tu.TU,Tu,8.9809,37.3371,2.9879,1.5986,1.9163,21.3773,26.8724,13.7960,4.7274,13.0764,mean,-1.6826,-0.5243,-1.4819,-1.6814,-0.7480,-0.3985,0.2866,-0.9480,1.1460,1.1119
Tu.TU,Tu,8.9317,36.9550,2.9693,1.5896,1.9169,22.0478,27.1329,14.2093,4.8257,13.3559,median,-1.7390,-0.6139,-1.5650,-1.7970,-0.7430,-0.2616,0.3571,-0.9032,1.1647,1.1314
Tuc.TUCANOAN,Tuc,10.8653,45.2639,3.5238,1.6953,2.1760,25.0786,25.4455,24.3189,0.6222,1.1265,mean,0.7098,1.2961,1.1161,-0.3387,1.5895,0.4651,-0.0785,0.7212,-1.0307,-1.0894
Tuc.TUCANOAN,Tuc,10.9634,45.2378,3.5473,1.6845,2.1957,25.0352,25.4036,24.3154,0.5759,0.9989,median,0.8468,1.2902,1.2392,-0.4982,1.7680,0.4533,-0.0887,0.7205,-1.1285,-1.1946
Tun.TUNICA,Tun,10.7172,39.1913,3.4840,1.7600,2.0775,18.4515,28.2723,7.0982,7.7350,21.1741,mean,0.5051,-0.0918,0.9092,0.6693,0.6987,-0.9067,0.6804,-1.5006,1.5765,1.5579
Tun.TUNICA,Tun,10.7172,39.1913,3.4840,1.7600,2.0775,18.4515,28.2723,7.0982,7.7350,21.1741,median,0.5051,-0.0918,0.9092,0.6693,0.6987,-0.9067,0.6804,-1.5006,1.5765,1.5579
Tup.ARIKEM,Tup,10.2167,42.4967,3.3135,1.6870,2.0636,25.6776,28.0487,24.4035,1.5195,3.6452,mean,-0.1656,0.6687,0.0481,-0.4615,0.5739,0.6313,0.6150,0.7399,0.0148,-0.0489
Tup.ARIKEM,Tup,10.2167,42.4967,3.3135,1.6870,2.0636,25.6776,28.0487,24.4035,1.5195,3.6452,median,-0.1656,0.6687,0.0481,-0.4615,0.5739,0.6313,0.6150,0.7399,0.0148,-0.0489
Tup.MAWETI-GUARANI,Tup,10.7272,44.9507,3.5001,1.7258,2.1368,25.4467,28.0946,23.4617,1.8730,4.6329,mean,0.5189,1.2255,0.9925,0.1256,1.2343,0.5663,0.6284,0.5372,0.2390,0.1667
Tup.MAWETI-GUARANI,Tup,10.7130,44.8433,3.4992,1.7316,2.1396,25.9620,28.2560,24.6793,1.6458,4.1217,median,0.4993,1.2013,0.9880,0.2156,1.2596,0.7130,0.6756,0.8016,0.1013,0.0614
Tup.MONDE,Tup,10.1586,39.0563,3.2447,1.6897,1.9849,26.0273,28.7908,24.6833,1.6813,4.1076,mean,-0.2413,-0.1232,-0.2875,-0.4217,-0.1335,0.7320,0.8355,0.8025,0.1242,0.0583
