Genus,Family,Index0,Index1,Index2,Index3,Index4,T,T_max,T_min,T_sd,T_diff,Method,Index0_trans,Index1_trans,Index2_trans,Index3_trans,Index4_trans,T_trans,T_max_trans,T_min_trans,T_sd_trans,T_diff_trans
SoP.SAVOSAVO,SoP,10.8326,41.4912,3.3813,1.7222,2.0616,25.5321,25.8829,24.9866,0.5059,0.8964,median,0.6643,0.4387,0.3858,0.0693,0.5554,0.5902,0.0296,0.8716,-1.2950,-1.2890
SoP.TOUO,SoP,11.9363,45.8128,3.6445,1.8123,2.1940,26.6207,27.0284,25.9730,0.5917,1.0555,mean,2.2741,1.4196,1.7572,1.5524,1.7521,0.9093,0.3287,1.1053,-1.0940,-1.1464
SoP.TOUO,SoP,11.9363,45.8128,3.6445,1.8123,2.1940,26.6207,27.0284,25.9730,0.5917,1.0555,median,2.2741,1.4196,1.7572,1.5524,1.7521,0.9093,0.3287,1.1053,-1.0940,-1.1464
Son.SONGHAY,Son,10.2859,38.2435,3.2257,1.7168,1.9550,28.2704,33.9896,21.9565,3.9433,12.0331,mean,-0.0746,-0.3124,-0.3790,-0.0136,-0.4022,1.4466,2.6856,0.2374,0.9787,1.0354
Son.SONGHAY,Son,10.3681,38.1525,3.2425,1.7140,1.9537,28.7040,33.7205,23.3571,3.3015,10.5440,median,0.0339,-0.3336,-0.2981,-0.0575,-0.4131,1.5991,2.5760,0.5154,0.8101,0.9142
TC.TIMOTE-CUICA,TC,9.8780,37.6846,3.1806,1.6889,1.9751,7.5234,8.2423,6.9215,0.7095,1.3208,mean,-0.6009,-0.4429,-0.5944,-0.4335,-0.2219,-1.8586,-2.1949,-1.5113,-0.8675,-0.9499
TC.TIMOTE-CUICA,TC,9.8780,37.6846,3.1806,1.6889,1.9751,7.5234,8.2423,6.9215,0.7095,1.3208,median,-0.6009,-0.4429,-0.5944,-0.4335,-0.2219,-1.8586,-2.1949,-1.5113,-0.8675,-0.9499
TK.HLAI,TK,10.1251,39.9518,3.2933,1.7205,1.9939,23.1689,26.3897,17.9971,3.1655,8.3927,mean,-0.2848,0.0843,-0.0511,0.0439,-0.0528,-0.0141,0.1591,-0.4223,0.7695,0.7055
TK.HLAI,TK,10.2127,40.4978,3.2757,1.7232,1.9938,23.0976,26.3016,17.9190,3.1656,8.3874,median,-0.1708,0.2103,-0.1368,0.0856,-0.0542,-0.0305,0.1362,-0.4336,0.7695,0.7049
TK.KADAI,TK,9.8001,37.5952,3.1638,1.6948,1.9483,18.7121,24.3720,10.4642,5.0940,13.9077,mean,-0.6990,-0.4638,-0.6739,-0.3466,-0.4619,-0.8669,-0.3300,-1.2607,1.2135,1.1687
TK.KADAI,TK,9.8101,39.2615,3.1621,1.6996,1.9545,18.9409,24.5417,10.5716,4.8109,13.0265,median,-0.6864,-0.0756,-0.6819,-0.2745,-0.4064,-0.8311,-0.2915,-1.2518,1.1619,1.1084
TK.KAM-TAI,TK,9.9574,38.9962,3.1780,1.7352,1.9188,20.7881,26.2229,13.0990,4.7121,13.1239,mean,-0.5001,-0.1371,-0.6069,0.2720,-0.7254,-0.5122,0.1159,-1.0203,1.1430,1.1153
TK.KAM-TAI,TK,9.9824,38.8897,3.1764,1.7332,1.9150,20.6676,26.3790,12.9873,4.8857,13.2745,median,-0.4684,-0.1619,-0.6145,0.2399,-0.7591,-0.5347,0.1563,-1.0316,1.1758,1.1258
TKw.ISIRAWA,TKw,11.3530,44.6179,3.5958,1.8159,2.1298,26.2263,26.5001,25.9384,0.3697,0.5618,mean,1.4038,1.1504,1.4961,1.6164,1.1705,0.7906,0.1879,1.0969,-1.7127,-1.6943
TKw.ISIRAWA,TKw,11.3530,44.6179,3.5958,1.8159,2.1298,26.2263,26.5001,25.9384,0.3697,0.5618,median,1.4038,1.1504,1.4961,1.6164,1.1705,0.7906,0.1879,1.0969,-1.7127,-1.6943
TKw.KWERBA,TKw,10.2870,40.4421,3.2713,1.7154,1.9937,25.7936,26.0652,25.4794,0.3756,0.5857,mean,-0.0732,0.1975,-0.1587,-0.0346,-0.0551,0.6644,0.0756,0.9866,-1.6911,-1.6582
TKw.KWERBA,TKw,10.2226,40.6886,3.2515,1.7157,1.9814,26.2263,26.5001,25.9180,0.3744,0.5911,median,-0.1578,0.2543,-0.2546,-0.0307,-0.1654,0.7906,0.1879,1.0919,-1.6954,-1.6503
TKw.MAWES,TKw,10.4926,39.7005,3.2674,1.7673,1.9564,26.4979,26.7756,26.2006,0.3966,0.5750,mean,0.2002,0.0262,-0.1774,0.7888,-0.3894,0.8720,0.2607,1.1613,-1.6172,-1.6741
TKw.MAWES,TKw,10.4926,39.7005,3.2674,1.7673,1.9564,26.4979,26.7756,26.2006,0.3966,0.5750,median,0.2002,0.0262,-0.1774,0.7888,-0.3894,0.8720,0.2607,1.1613,-1.6172,-1.6741
TKw.SAUSE,TKw,9.8043,37.3572,3.0877,1.6877,1.9101,25.8890,26.2578,25.5261,0.5482,0.7317,mean,-0.6937,-0.5196,-1.0289,-0.4512,-0.8033,0.6918,0.1249,0.9977,-1.1915,-1.4655
TKw.SAUSE,TKw,9.8043,37.3572,3.0877,1.6877,1.9101,25.8890,26.2578,25.5261,0.5482,0.7317,median,-0.6937,-0.5196,-1.0289,-0.4512,-0.8033,0.6918,0.1249,0.9977,-1.1915,-1.4655
TKw.TOR-ORYA,TKw,10.4330,40.2321,3.2761,1.7660,1.9363,25.4915,25.7841,25.1939,0.4033,0.5902,mean,0.1203,0.1490,-0.1352,0.7674,-0.5693,0.5788,0.0049,0.9195,-1.5948,-1.6516
TKw.TOR-ORYA,TKw,10.4621,39.7930,3.2982,1.7737,1.9719,25.6807,25.9615,25.3670,0.3810,0.5740,median,0.1593,0.0476,-0.0269,0.8946,-0.2505,0.6322,0.0494,0.9600,-1.6716,-1.6756
TNG.AMAIMON,TNG,10.6955,40.8249,3.4123,1.7660,2.0550,25.9098,26.1900,25.6068,0.4346,0.5832,mean,0.4754,0.2856,0.5422,0.7675,0.4960,0.6978,0.1075,1.0169,-1.4945,-1.6619
TNG.AMAIMON,TNG,10.6955,40.8249,3.4123,1.7660,2.0550,25.9098,26.1900,25.6068,0.4346,0.5832,median,0.4754,0.2856,0.5422,0.7675,0.4960,0.6978,0.1075,1.0169,-1.4945,-1.6619
TNG.ANGAATAHA,TNG,9.8096,40.1032,3.2505,1.7042,2.0036,16.2288,16.9914,15.2686,0.7480,1.7228,mean,-0.6871,0.1193,-0.2595,-0.2054,0.0338,-1.2067,-1.5758,-0.7819,-0.8027,-0.7159
TNG.ANGAATAHA,TNG,9.8096,40.1032,3.2505,1.7042,2.0036,16.2288,16.9914,15.2686,0.7480,1.7228,median,-0.6871,0.1193,-0.2595,-0.2054,0.0338,-1.2067,-1.5758,-0.7819,-0.8027,-0.7159
TNG.AWJU,TNG,10.7350,39.8262,3.3361,1.6898,2.0739,25.7857,26.7712,24.6391,0.9164,2.1321,mean,0.5296,0.0552,0.1601,-0.4207,0.6660,0.6621,0.2595,0.7925,-0.5589,-0.5273
TNG.AWJU,TNG,10.7169,39.8976,3.3092,1.6899,2.0713,25.8002,26.7019,24.6646,0.8682,2.0142,median,0.5046,0.0718,0.0271,-0.4195,0.6428,0.6663,0.2411,0.7983,-0.6231,-0.5776
TNG.BARGAM,TNG,10.3433,38.4242,3.2389,1.7214,1.9456,26.4208,26.6560,26.1889,0.3824,0.4671,mean,0.0010,-0.2702,-0.3155,0.0570,-0.4860,0.8487,0.2289,1.1584,-1.6667,-1.8532
TNG.BARGAM,TNG,10.3433,38.4242,3.2389,1.7214,1.9456,26.4208,26.6560,26.1889,0.3824,0.4671,median,0.0010,-0.2702,-0.3155,0.0570,-0.4860,0.8487,0.2289,1.1584,-1.6667,-1.8532
TNG.BAYONO-AWBONO,TNG,10.3709,40.6080,3.3379,1.6948,2.0452,25.7635,26.2749,24.9592,0.6164,1.3157,mean,0.0377,0.2357,0.1689,-0.3461,0.4074,0.6558,0.1293,0.8653,-1.0424,-0.9533
TNG.BAYONO-AWBONO,TNG,10.3156,40.5718,3.3343,1.7003,2.0445,25.7361,26.2565,24.9124,0.6164,1.3441,median,-0.0355,0.2274,0.1512,-0.2640,0.4014,0.6479,0.1246,0.8546,-1.0424,-0.9346
TNG.BECKING-DAWI,TNG,9.9164,34.8059,3.2054,1.6880,1.9488,25.6564,26.2566,24.8146,0.6422,1.4420,mean,-0.5523,-1.1219,-0.4764,-0.4463,-0.4571,0.6253,0.1246,0.8322,-0.9910,-0.8728
TNG.BECKING-DAWI,TNG,9.9744,34.4431,3.2260,1.6779,1.9646,25.7199,26.3425,24.8609,0.6482,1.4816,median,-0.4785,-1.2083,-0.3776,-0.5944,-0.3159,0.6433,0.1468,0.8428,-0.9794,-0.8489
TNG.BINANDEREAN,TNG,11.3082,42.2836,3.5448,1.7585,2.1472,25.9159,26.7313,25.0089,0.7216,1.7224,mean,1.3387,0.6201,1.2262,0.6444,1.3281,0.6996,0.2489,0.8767,-0.8467,-0.7161
TNG.BINANDEREAN,TNG,11.3155,41.9693,3.5211,1.7472,2.1297,26.1938,27.0134,25.3442,0.7057,1.6691,median,1.3493,0.5482,1.1020,0.4626,1.1701,0.7810,0.3246,0.9547,-0.8741,-0.7438
TNG.BOSAVI,TNG,10.6763,39.5533,3.4174,1.7036,2.1086,23.3115,24.2220,22.2894,0.8078,1.9326,mean,0.4491,-0.0079,0.5679,-0.2144,0.9790,0.0191,-0.3636,0.3013,-0.7094,-0.6143
TNG.BOSAVI,TNG,10.7014,39.6134,3.4292,1.7144,2.1160,22.9876,23.7131,22.1182,0.7511,1.7628,median,0.4834,0.0060,0.6281,-0.0506,1.0462,-0.0557,-0.4747,0.2683,-0.7976,-0.6956
TNG.CHIMBU-WAHGI,TNG,10.7059,40.2835,3.3671,1.7908,1.9796,16.2699,16.5937,15.7341,0.4814,0.8596,mean,0.4896,0.1609,0.3145,1.1825,-0.1818,-1.2018,-1.6216,-0.7254,-1.3597,-1.3255
TNG.CHIMBU-WAHGI,TNG,10.6303,41.4925,3.3529,1.7920,1.9982,15.3289,15.6638,14.8522,0.4751,0.8600,median,0.3864,0.4390,0.2434,1.2022,-0.0147,-1.3097,-1.7212,-0.8307,-1.3769,-1.3251
TNG.CORE_GOILALAN,TNG,10.8208,41.5693,3.4596,1.7701,2.0460,14.9109,15.6450,14.0851,0.7168,1.5599,mean,0.6479,0.4566,0.7833,0.8353,0.4149,-1.3542,-1.7231,-0.9168,-0.8549,-0.8035
TNG.CORE_GOILALAN,TNG,10.8195,41.7230,3.4815,1.7594,2.0644,15.2308,15.9504,14.4505,0.7142,1.5043,median,0.6462,0.4918,0.8961,0.6604,0.5806,-1.3203,-1.6916,-0.8764,-0.8593,-0.8355
TNG.DAGAN,TNG,11.5204,46.7820,3.6134,1.8036,2.1605,23.7167,24.8507,22.3501,0.9956,2.5006,mean,1.6491,1.6369,1.5899,1.4019,1.4488,0.1157,-0.2202,0.3130,-0.4617,-0.3856
TNG.DAGAN,TNG,11.4641,48.1067,3.5823,1.8029,2.1481,24.7995,25.8991,23.5107,0.9420,2.3884,median,1.5661,1.9324,1.4241,1.3891,1.3365,0.3903,0.0337,0.5475,-0.5265,-0.4264
TNG.DAMAL,TNG,11.4831,47.6016,3.5764,1.8226,2.1326,5.2691,5.6450,4.6919,0.4915,0.9530,mean,1.5940,1.8199,1.3931,1.7342,1.1965,-1.9327,-2.2563,-1.6332,-1.3324,-1.2356
TNG.DAMAL,TNG,11.6093,48.3567,3.5929,1.8294,2.1320,5.2691,5.6450,4.6919,0.4915,0.9530,median,1.7808,1.9880,1.4804,1.8540,1.1909,-1.9327,-2.2563,-1.6332,-1.3324,-1.2356
TNG.DANI,TNG,10.3315,40.4024,3.3125,1.7059,2.0350,17.2343,17.5523,16.7003,0.4619,0.8520,mean,-0.0145,0.1883,0.0435,-0.1802,0.3157,-1.0794,-1.5079,-0.6020,-1.4139,-1.3332
TNG.DANI,TNG,10.2614,40.6586,3.3023,1.6976,2.0392,17.2849,17.6176,16.6555,0.4394,0.8758,median,-0.1069,0.2474,-0.0068,-0.3052,0.3533,-1.0726,-1.4998,-0.6079,-1.4801,-1.3093
TNG.DUMUT,TNG,9.8516,35.6873,3.1876,1.7277,1.9232,25.4316,26.2659,24.4384,0.7953,1.8276,mean,-0.6343,-0.9128,-0.5612,0.1555,-0.6865,0.5621,0.1270,0.7477,-0.7283,-0.6637
TNG.DUMUT,TNG,9.8988,36.3044,3.1856,1.7268,1.9263,25.7004,26.4998,24.6708,0.7628,1.7835,median,-0.5746,-0.7671,-0.5709,0.1407,-0.6591,0.6378,0.1878,0.7997,-0.7788,-0.6853
TNG.EAST_STRICKLAND,TNG,11.3585,42.3527,3.5526,1.7215,2.1824,25.3678,26.2364,24.3636,0.8036,1.8728,mean,1.4117,0.6359,1.2671,0.0588,1.6471,0.5443,0.1194,0.7311,-0.7158,-0.6421
TNG.EAST_STRICKLAND,TNG,11.4622,42.6065,3.5938,1.7238,2.2007,25.5372,26.4893,24.4690,0.7918,1.8468,median,1.5633,0.6938,1.4855,0.0941,1.8134,0.5916,0.1850,0.7545,-0.7335,-0.6545
TNG.ENGA_KEWA-HULI,TNG,10.9121,42.6422,3.4382,1.7582,2.0602,18.6218,18.9634,18.0819,0.4834,0.8815,mean,0.7751,0.7019,0.6738,0.6398,0.5430,-0.8808,-1.3190,-0.4099,-1.3542,-1.3037
TNG.ENGA_KEWA-HULI,TNG,11.1068,43.5329,3.4633,1.7620,2.0841,18.0640,18.7610,17.0406,0.4311,0.6996,median,1.0495,0.9046,0.8025,0.7019,0.7582,-0.9640,-1.3477,-0.5564,-1.5053,-1.5045
TNG.FASU,TNG,11.0139,45.3657,3.5330,1.7319,2.1581,21.9946,22.6973,21.0148,0.7439,1.6825,mean,0.9179,1.3190,1.1642,0.2203,1.4266,-0.2727,-0.6842,0.0643,-0.8095,-0.7368
TNG.FASU,TNG,11.0139,45.3657,3.5330,1.7319,2.1581,21.9946,22.6973,21.0148,0.7439,1.6825,median,0.9179,1.3190,1.1642,0.2203,1.4266,-0.2727,-0.6842,0.0643,-0.8095,-0.7368
TNG.FINISTERRE,TNG,9.8347,36.6795,3.1826,1.7171,1.9386,20.3746,20.8191,19.7419,0.5626,1.0771,mean,-0.6556,-0.6787,-0.5851,-0.0098,-0.5490,-0.5884,-1.0291,-0.1532,-1.1581,-1.1287
TNG.FINISTERRE,TNG,9.8619,36.0992,3.1619,1.7305,1.9030,21.4855,21.6991,20.6390,0.4632,0.8611,median,-0.6213,-0.8155,-0.6828,0.1984,-0.8667,-0.3769,-0.8742,-0.0019,-1.4104,-1.3240
TNG.FOE,TNG,11.5585,46.5554,3.6136,1.7628,2.1824,21.7007,22.3580,20.7344,0.7387,1.6236,mean,1.7053,1.5862,1.5909,0.7150,1.6473,-0.3335,-0.7505,0.0148,-0.8179,-0.7682
TNG.FOE,TNG,11.5585,46.5554,3.6136,1.7628,2.1824,21.7007,22.3580,20.7344,0.7387,1.6236,median,1.7053,1.5862,1.5909,0.7150,1.6473,-0.3335,-0.7505,0.0148,-0.8179,-0.7682
TNG.FORE-GIMI,TNG,11.0285,47.1517,3.4617,1.7228,2.1105,17.3637,17.9232,16.5271,0.6897,1.3961,mean,0.9385,1.7195,0.7943,0.0786,0.9970,-1.0620,-1.4608,-0.6248,-0.9023,-0.9012
TNG.FORE-GIMI,TNG,11.0285,47.1517,3.4617,1.7228,2.1105,17.3637,17.9232,16.5271,0.6897,1.3961,median,0.9385,1.7195,0.7943,0.0786,0.9970,-1.0620,-1.4608,-0.6248,-0.9023,-0.9012
TNG.FUYUG,TNG,11.2837,43.8282,3.4884,1.7520,2.0939,9.8345,10.6548,8.8560,0.7266,1.7988,mean,1.3033,0.9716,0.9322,0.5397,0.8470,-1.7500,-2.0960,-1.3839,-0.8382,-0.6778
TNG.FUYUG,TNG,11.1045,42.5915,3.4251,1.7438,2.1038,9.8345,10.6548,8.8560,0.7266,1.7988,median,1.0463,0.6904,0.6072,0.4083,0.9360,-1.7500,-2.0960,-1.3839,-0.8382,-0.6778
TNG.GAHUKU,TNG,10.8879,43.3906,3.3430,1.7081,2.0365,15.0264,15.3596,14.4793,0.4731,0.8803,mean,0.7412,0.8723,0.1945,-0.1470,0.3295,-1.3421,-1.7515,-0.8732,-1.3825,-1.3048
TNG.GAHUKU,TNG,10.8241,44.5727,3.3438,1.7114,2.0288,14.7666,15.0934,14.2264,0.4669,0.8670,median,0.6525,1.1402,0.1983,-0.0964,0.2602,-1.3691,-1.7772,-0.9013,-1.3997,-1.3181
TNG.GAUWA,TNG,12.0636,51.0826,3.7571,1.8503,2.2140,19.6944,20.2289,18.8509,0.6372,1.3780,mean,2.4699,2.5902,2.3729,2.2340,1.9340,-0.7077,-1.1266,-0.2947,-1.0008,-0.9126
TNG.GAUWA,TNG,11.8365,51.3970,3.7140,1.8759,2.2016,19.1842,19.7665,18.2967,0.6457,1.4343,median,2.1221,2.6592,2.1351,2.7126,1.8215,-0.7923,-1.1995,-0.3784,-0.9841,-0.8775
TNG.GENDE,TNG,11.5108,46.7463,3.5781,1.7961,2.1274,18.9523,19.1867,18.5871,0.4186,0.5996,mean,1.6348,1.6289,1.4021,1.2713,1.1493,-0.8293,-1.2867,-0.3349,-1.5447,-1.6379
TNG.GENDE,TNG,11.5108,46.7463,3.5781,1.7961,2.1274,18.9523,19.1867,18.5871,0.4186,0.5996,median,1.6348,1.6289,1.4021,1.2713,1.1493,-0.8293,-1.2867,-0.3349,-1.5447,-1.6379
TNG.GOGODALA,TNG,11.0789,44.2589,3.4859,1.7142,2.1551,26.2071,28.0516,24.5541,1.3139,3.4975,mean,1.0099,1.0692,0.9192,-0.0530,1.4001,0.7849,0.6159,0.7735,-0.1454,-0.0860
TNG.GOGODALA,TNG,11.0348,43.7368,3.4772,1.7195,2.1526,26.1962,27.9898,24.5539,1.2821,3.4359,median,0.9475,0.9509,0.8741,0.0277,1.3773,0.7817,0.5980,0.7734,-0.1728,-0.1019
TNG.GUHU-SAMANE,TNG,10.7155,47.4061,3.3678,1.6848,2.1062,23.8984,24.7009,22.8757,0.7437,1.8252,mean,0.5028,1.7763,0.3181,-0.4938,0.9577,0.1601,-0.2550,0.4170,-0.8097,-0.6649
TNG.GUHU-SAMANE,TNG,10.7155,47.4061,3.3678,1.6848,2.1062,23.8984,24.7009,22.8757,0.7437,1.8252,median,0.5028,1.7763,0.3181,-0.4938,0.9577,0.1601,-0.2550,0.4170,-0.8097,-0.6649
TNG.HUON,TNG,9.8329,36.1642,3.1456,1.6846,1.9390,19.8682,20.6043,18.8657,0.7474,1.7386,mean,-0.6578,-0.8001,-0.7597,-0.4969,-0.5454,-0.6779,-1.0652,-0.2924,-0.8037,-0.7078
TNG.HUON,TNG,9.9168,36.6477,3.1394,1.6769,1.9457,20.5767,21.0688,19.5177,0.8269,1.9543,median,-0.5518,-0.6862,-0.7886,-0.6089,-0.4851,-0.5515,-0.9863,-0.1896,-0.6813,-0.6044
TNG.ISABI,TNG,10.8425,43.1485,3.4854,1.7457,2.1094,24.1890,24.4754,23.7392,0.4567,0.7362,mean,0.6781,0.8173,0.9165,0.4386,0.9866,0.2325,-0.3066,0.5957,-1.4288,-1.4602
TNG.ISABI,TNG,10.8425,43.1485,3.4854,1.7457,2.1094,24.1890,24.4754,23.7392,0.4567,0.7362,median,0.6781,0.8173,0.9165,0.4386,0.9866,0.2325,-0.3066,0.5957,-1.4288,-1.4602
TNG.JOSEPHSTAAL,TNG,10.0993,37.9519,3.2787,1.7491,1.9675,25.0143,25.3719,24.7283,0.4626,0.6436,mean,-0.3181,-0.3804,-0.1226,0.4925,-0.2898,0.4477,-0.0964,0.8127,-1.4119,-1.5767
TNG.JOSEPHSTAAL,TNG,10.2045,38.3821,3.3657,1.7568,1.9997,24.9059,25.2481,24.6116,0.4566,0.6365,median,-0.1814,-0.2800,0.3076,0.6173,-0.0012,0.4186,-0.1262,0.7864,-1.4293,-1.5863
TNG.KALAM-KOBON,TNG,8.7948,30.5863,2.8162,1.6924,1.7003,14.0395,14.2513,13.6920,0.4239,0.5593,mean,-1.8941,-2.1387,-2.2287,-0.3813,-2.6635,-1.4405,-1.8532,-0.9590,-1.5280,-1.6980
TNG.KALAM-KOBON,TNG,8.2814,28.5757,2.6610,1.6842,1.6182,13.6383,13.8517,13.2925,0.4217,0.5592,median,-2.4540,-2.6333,-2.8679,-0.5026,-3.3847,-1.4774,-1.8866,-1.0006,-1.5349,-1.6982
TNG.KIWAIAN,TNG,11.5299,45.5817,3.6272,1.7704,2.1806,26.0798,27.3897,24.6215,1.0927,2.7682,mean,1.6630,1.3676,1.6636,0.8392,1.6314,0.7474,0.4279,0.7886,-0.3541,-0.2950
TNG.KIWAIAN,TNG,11.5076,45.4197,3.6059,1.7671,2.1779,26.1672,27.5180,24.7195,1.0832,2.7985,median,1.6301,1.3312,1.5497,0.7856,1.6065,0.7731,0.4637,0.8107,-0.3641,-0.2853
TNG.KOIARIAN,TNG,11.4585,44.7194,3.5416,1.7508,2.1677,20.6182,21.5333,19.5899,0.8391,1.9434,mean,1.5579,1.1733,1.2093,0.5199,1.5142,-0.5439,-0.9042,-0.1780,-0.6638,-0.6094
TNG.KOIARIAN,TNG,11.5224,45.0230,3.5566,1.7417,2.1889,20.7112,21.5346,19.8075,0.8458,1.9331,median,1.6520,1.2418,1.2882,0.3749,1.7063,-0.5266,-0.9040,-0.1424,-0.6543,-0.6141
TNG.KOWAN,TNG,10.4651,39.4795,3.3510,1.7684,2.0009,26.2018,26.4207,25.9815,0.3880,0.4392,mean,0.1633,-0.0250,0.2342,0.8075,0.0093,0.7833,0.1671,1.1074,-1.6469,-1.9061
TNG.KOWAN,TNG,10.5693,40.0021,3.3634,1.7664,2.0115,26.2678,26.4741,26.0467,0.3896,0.4274,median,0.3036,0.0959,0.2961,0.7740,0.1047,0.8029,0.1810,1.1234,-1.6414,-1.9295
TNG.KWALEAN,TNG,11.5148,45.4194,3.5283,1.7547,2.1457,25.7007,26.6146,24.5668,0.9956,2.0478,mean,1.6408,1.3311,1.1395,0.5833,1.3150,0.6378,0.2179,0.7763,-0.4616,-0.5630
TNG.KWALEAN,TNG,11.5339,45.4588,3.5110,1.7548,2.1408,25.7109,26.6300,24.5705,0.9933,2.0595,median,1.6689,1.3400,1.0490,0.5841,1.2709,0.6408,0.2220,0.7771,-0.4643,-0.5580
TNG.MABUSO,TNG,10.7639,41.3923,3.3938,1.7290,2.0635,24.7621,25.0246,24.4716,0.4066,0.5530,mean,0.5693,0.4160,0.4485,0.1756,0.5727,0.3804,-0.1794,0.7551,-1.5838,-1.7078
TNG.MABUSO,TNG,10.7067,40.7181,3.3758,1.7237,2.0641,25.1723,25.4409,24.8677,0.4075,0.5688,median,0.4907,0.2611,0.3582,0.0933,0.5784,0.4905,-0.0796,0.8443,-1.5808,-1.6835
TNG.MAILUAN,TNG,11.9091,49.6995,3.6798,1.7950,2.2130,25.3351,26.5881,23.7301,1.1699,2.8580,mean,2.2326,2.2855,1.9483,1.2528,1.9255,0.5353,0.2109,0.5938,-0.2760,-0.2666
TNG.MAILUAN,TNG,11.9614,49.8228,3.6926,1.8073,2.2197,26.1242,27.3710,24.4880,1.1716,2.8583,median,2.3126,2.3127,2.0182,1.4644,1.9864,0.7604,0.4227,0.7587,-0.2744,-0.2664
TNG.MANUBARAN,TNG,12.1346,51.5477,3.7511,1.8176,2.2336,18.6089,19.7290,17.3131,1.0314,2.4159,mean,2.5800,2.6923,2.3398,1.6457,2.1120,-0.8828,-1.2053,-0.5191,-0.4206,-0.4163
TNG.MANUBARAN,TNG,12.1038,51.0189,3.7346,1.8111,2.2276,14.6265,15.6774,13.4595,0.9365,2.2179,median,2.5322,2.5762,2.2482,1.5306,2.0577,-1.3833,-1.7198,-0.9834,-0.5334,-0.4922
TNG.MARIND-YAQAY,TNG,9.9775,38.0759,3.1268,1.6778,1.9283,25.9220,27.0864,24.5244,1.0282,2.5620,mean,-0.4746,-0.3515,-0.8476,-0.5956,-0.6410,0.7014,0.3444,0.7668,-0.4242,-0.3640
TNG.MARIND-YAQAY,TNG,9.9200,37.4321,3.0979,1.6825,1.8992,25.9050,27.0820,24.5546,1.0524,2.4953,median,-0.5477,-0.5020,-0.9816,-0.5267,-0.9001,0.6965,0.3433,0.7736,-0.3973,-0.3875
TNG.MEK,TNG,9.9897,35.7933,3.1961,1.7249,1.9341,16.1110,16.4357,15.5510,0.4377,0.8847,mean,-0.4589,-0.8877,-0.5209,0.1110,-0.5886,-1.2208,-1.6393,-0.7479,-1.4852,-1.3005
TNG.MEK,TNG,9.9983,36.0242,3.1902,1.7222,1.9172,17.8867,18.2542,17.2975,0.4105,0.8381,median,-0.4480,-0.8332,-0.5488,0.0693,-0.7399,-0.9894,-1.4173,-0.5213,-1.5708,-1.3475
TNG.MOR,TNG,11.1726,47.9185,3.4119,1.7574,2.0549,25.3237,25.8741,24.2542,0.6831,1.6199,mean,1.1435,1.8905,0.5400,0.6265,0.4954,0.5321,0.0274,0.7070,-0.9142,-0.7702
TNG.MOR,TNG,11.0556,48.1859,3.3712,1.7498,2.0540,25.3237,25.8741,24.2542,0.6831,1.6199,median,0.9769,1.9500,0.3351,0.5043,0.4870,0.5321,0.0274,0.7070,-0.9142,-0.7702
TNG.MULAHA,TNG,12.2835,51.5290,3.8099,1.8068,2.2957,26.3979,27.2445,25.2517,0.9997,1.9928,mean,2.8132,2.6882,2.6684,1.4566,2.6784,0.8418,0.3877,0.9330,-0.4570,-0.5871
TNG.MULAHA,TNG,12.2835,51.5290,3.8099,1.8068,2.2957,26.3979,27.2445,25.2517,0.9997,1.9928,median,2.8132,2.6882,2.6684,1.4566,2.6784,0.8418,0.3877,0.9330,-0.4570,-0.5871
TNG.NDEIRAM,TNG,10.8740,40.9205,3.4285,1.7612,2.0442,25.4996,26.1731,24.5535,0.6876,1.6196,mean,0.7218,0.3076,0.6248,0.6889,0.3987,0.5811,0.1032,0.7733,-0.9061,-0.7704
TNG.NDEIRAM,TNG,10.8740,40.9205,3.4285,1.7612,2.0442,25.4996,26.1731,24.5535,0.6876,1.6196,median,0.7218,0.3076,0.6248,0.6889,0.3987,0.5811,0.1032,0.7733,-0.9061,-0.7704
TNG.NORTH_ADELBERT,TNG,10.5218,39.5201,3.3574,1.7888,1.9958,24.0350,24.3091,23.7725,0.4066,0.5366,mean,0.2395,-0.0156,0.2662,1.1477,-0.0360,0.1939,-0.3441,0.6028,-1.5839,-1.7339
TNG.NORTH_ADELBERT,TNG,10.6020,38.9447,3.3729,1.7889,2.0083,24.7374,24.9921,24.5066,0.4022,0.5157,median,0.3479,-0.1491,0.3436,1.1496,0.0760,0.3739,-0.1871,0.7629,-1.5982,-1.7680
TNG.NUCLEAR_ANGAN,TNG,10.2104,41.8014,3.2987,1.7155,2.0135,19.4920,20.2695,18.5029,0.8192,1.7666,mean,-0.1737,0.5098,-0.0244,-0.0338,0.1226,-0.7417,-1.1201,-0.3476,-0.6925,-0.6937
TNG.NUCLEAR_ANGAN,TNG,10.2579,41.5618,3.3074,1.7186,2.0048,19.3348,20.1305,18.3098,0.7786,1.7254,median,-0.1115,0.4549,0.0183,0.0138,0.0446,-0.7677,-1.1424,-0.3764,-0.7540,-0.7145
TNG.NUCLEAR_TIRIO,TNG,11.0388,45.7517,3.4462,1.7410,2.0853,26.1657,27.8031,24.5208,1.2451,3.2822,mean,0.9531,1.4059,0.7149,0.3638,0.7694,0.7727,0.5444,0.7660,-0.2057,-0.1429
